BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
SB0821,CH0233,HB1397,Senator Peters,"[{'Name': 'Senator Peters'}, {'Name': 'Chair, Joint Committee on Pensions'}]",Altering the calculation of the accrued liability contributions required to be paid by a participating governmental unit on account of members of the Employees' Retirement System and Employees' Pension System who are employees of a participating governmental unit; and clarifying the application of a specified amortization period to specified legislative changes.,Participating Governmental Units - Amortization Schedule,Approved by the Governor - Chapter 233,Budget and Taxation,,Appropriations,,2016-02-05,2016-03-10T08:30:00,,2016-03-14,Favorable,2016-03-14,Passed,2016-03-16,Passed,2016-03-14,2016-03-29T13:00:00,,2016-04-05,Favorable,2016-03-29,Passed,2016-03-30,Passed,Returned Passed,True,False,False,"[{'Code': 'k4', 'Name': 'State Pensions and Retirement'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'liability', 'Name': 'Liability -see also- Good Samaritan'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'retires', 'Name': 'Retirement Systems -see also- Mandatory Retirement'}]",Regular,T,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '21-305.2'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0843,CH0582,HB1255,President,"[{'Name': 'President'}, {'Name': 'Maryland Economic Development and Business Climate Commission'}]","Altering the State tax credits subject to legislative review and evaluation under the Tax Credit Evaluation Act; repealing a specified requirement that specified tax credits with termination dates be evaluated; providing that specified departments that administer specified tax credits must promptly provide any information requested by the Department of Legislative Services or an evaluation committee; altering specified dates for specified tax credit evaluations, evaluation reports and public hearings; etc.",Tax Credits - Evaluations,Approved by the Governor - Chapter 582,Budget and Taxation,,Ways and Means,,2016-02-05,2016-03-02T13:00:00,,2016-03-18,Favorable with Amendments,2016-03-18,Passed with Amendments,2016-03-19,Passed,2016-03-19,2016-03-29T13:00:00,,2016-04-09,Favorable with Amendments,2016-04-05,Passed with Amendments,2016-04-06,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}, {'Code': 'q1', 'Name': 'Taxes - Property'}, {'Code': 'q7', 'Name': 'Taxes - Miscellaneous'}]","[{'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'enterpz', 'Name': 'Enterprise Zones'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,E,"[{'Article': {'Code': 'gtg', 'Title': 'Tax - General'}, 'Sections': [{'Section': '1-303'}, {'Section': '1-306 through 1-308'}, {'Section': '1-310'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0852,CH0583,,Senator Astle,[{'Name': 'Senator Astle'}],"Expanding the types of festivals that a holder of a beer and wine festival license may hold in Anne Arundel County; authorizing the Anne Arundel County Board of License Commissioners to issue a specified beer and wine festival license to specified nonprofit organizations under specified circumstances; and providing that, notwithstanding specified other provisions of law, a specified license holder may display and sell beer and wine at a specified beer and wine festival without holding specified permits.",Anne Arundel County - Alcoholic Beverages - Beer and Wine Festivals,Approved by the Governor - Chapter 583,"Education, Health, and Environmental Affairs",,Economic Matters,,2016-02-05,2016-02-26T13:00:00,,2016-03-18,Favorable,2016-03-18,Passed,2016-03-19,Passed,2016-03-19,2016-03-31T13:00:00,,2016-04-09,Favorable,2016-04-03,Passed,2016-04-04,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohob', 'Name': 'Alcoholic Beverages -see also- AB-By Subd; Subst Abuse; etc.'}, {'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'anneac', 'Name': 'Anne Arundel County'}, {'Code': 'fairs', 'Name': 'Fairs'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'retails', 'Name': 'Retail Sales'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '11-1304'}, {'Section': '2-131'}, {'Section': '2-134'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0864,CH0516,HB1490,Senator Lee,"[{'Name': 'Senator Lee'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Brochin'}, {'Name': 'Senator Cassilly'}, {'Name': 'Senator Hough'}, {'Name': 'Senator Madaleno'}, {'Name': 'Senator Muse'}, {'Name': 'Senator Ramirez'}, {'Name': 'Senator Raskin'}, {'Name': 'Senator Ready'}, {'Name': 'Senator Zirkin'}]","Establishing the Internet Crimes Against Children Task Force Fund to provide grants to local law enforcement agencies for salaries, training, and equipment to be used for the investigation and prosecution of Internet crimes against children, to support a specified task force and for grants to specified child advocacy centers; requiring the Governor, beginning in fiscal year 2018 and annually thereafter, to include in the annual budget bill an appropriation of not less than $2,000,000 to the Fund; etc.",Public Safety - Internet Crimes Against Children Task Force Fund - Establishment (Alicia's Law),Approved by the Governor - Chapter 516,Judicial Proceedings,,Appropriations,,2016-02-05,2016-03-10T13:00:00,,2016-03-21,Favorable with Amendments,2016-03-18,Passed with Amendments,2016-03-19,Passed,2016-03-20,2016-03-29T13:00:00,,2016-04-05,Favorable with Amendments,2016-03-29,Passed with Amendments,2016-03-30,Passed with Amendments,Conference Committee Appointed,True,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}, {'Code': 'c7', 'Name': 'Gaming'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Land Installment Contracts; Procurement'}, {'Code': 'crimecpgo', 'Name': ""Crime Control and Prevention, Governor's Office of""}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'interest', 'Name': 'Interest'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'jobt', 'Name': 'Job Training'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'lottery', 'Name': 'Lottery'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}]",Regular,E,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '4-601 through 4-603'}]}, {'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '6-226'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0882,CH0444,HB1589,Senator Jennings,"[{'Name': 'Senator Jennings'}, {'Name': 'Senator Middleton'}, {'Name': 'Senator Astle'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Feldman'}, {'Name': 'Senator Hershey'}, {'Name': 'Senator Kelley'}, {'Name': 'Senator Klausmeier'}, {'Name': 'Senator Mathias'}, {'Name': 'Senator Reilly'}]",Renaming the Northeastern Maryland Additive Manufacturing Innovation Authority to be the Regional Additive Manufacturing Partnership of Maryland; altering specified definitions in order to codify a specified alternate name for the Partnership; altering the number and composition of the voting members of the Executive Board; requiring the Department of Economic Competitiveness and Commerce to consider including specified requests for financial support in its annual budget recommendations; etc.,Economic Development - Northeastern Maryland Additive Manufacturing Innovation Authority,Approved by the Governor - Chapter 444,Finance,,Economic Matters,,2016-02-05,2016-02-23T13:00:00,,2016-02-25,Favorable with Amendments,2016-02-26,Passed with Amendments,2016-03-01,Passed,2016-03-02,2016-03-16T13:00:00,,2016-04-07,Favorable,2016-03-31,Passed,2016-04-02,Passed,Returned Passed,True,False,False,"[{'Code': 'c8', 'Name': 'Economic and Community Development'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'attorneys', 'Name': 'Attorneys'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'cecilc', 'Name': 'Cecil County'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'commerd', 'Name': 'Commerce, Department of'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Land Installment Contracts; Procurement'}, {'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'gifts', 'Name': 'Gifts'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'harforc', 'Name': 'Harford County'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'interest', 'Name': 'Interest'}, {'Code': 'investments', 'Name': 'Investments -see also- Securities'}, {'Code': 'names', 'Name': 'Names'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'partnerships', 'Name': 'Partnerships'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,T,"[{'Article': {'Code': 'gec', 'Title': 'Economic Development'}, 'Sections': [{'Section': '13-1201'}, {'Section': '13-1202'}, {'Section': '13-1203'}, {'Section': '13-1209'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0887,CH0445,HB1150,Senator Middleton,"[{'Name': 'Senator Middleton'}, {'Name': 'Senator Astle'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Feldman'}, {'Name': 'Senator Hershey'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator Kelley'}, {'Name': 'Senator Klausmeier'}, {'Name': 'Senator Mathias'}, {'Name': 'Senator Pugh'}, {'Name': 'Senator Reilly'}]","Requiring a specified health benefit plan to include provisions that permit enrollees a minimum period of time of 1 year to submit a claim for a service, provide for the suspension of the minimum period of time, and provide that failure to submit a claim within the minimum period of time does not invalidate or reduce the amount of the claim; creating an exception to a provision of law that requires proof of loss to be furnished to an insurer in case of claim for loss within a specified period of time; etc.",Health Insurance - Consumer Health Claim Filing Fairness Act,Approved by the Governor - Chapter 445,Finance,,Health and Government Operations,,2016-02-05,2016-03-02T13:00:00,,2016-03-09,Favorable with Amendments,2016-03-10,Passed with Amendments,2016-03-14,Passed,2016-03-19,2016-03-31T13:00:00,,2016-04-01,Favorable,2016-03-27,Passed,2016-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'c3', 'Name': 'Insurance - Health'}]","[{'Code': 'claims', 'Name': 'Claims'}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- HMOS; Managed Care Organizations'}, {'Code': 'healthmo', 'Name': 'Health Maintenance Organizations -see also- Manage Care Orgs'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'patients', 'Name': 'Patients'}, {'Code': 'time', 'Name': 'Time'}]",Regular,T,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '12-102'}, {'Section': '15-213'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0916,CH0448,,Harford County Senators,[{'Name': 'Harford County Senators'}],Establishing a Class CC (community college) beer and wine license in Harford County; authorizing the Board of License Commissioners to issue the license to officers of a community college for use on specified parts of the community college campus; providing that the license authorizes the sale of beer and wine for on-premises consumption to specified individuals; limiting the number of days the license holder may sell beer and wine at specified events to a maximum of 25 days per year; etc.,Harford County - Alcoholic Beverages - Community College License,Approved by the Governor - Chapter 448,"Education, Health, and Environmental Affairs",,Economic Matters,,2016-02-05,2016-03-08T13:00:00,,2016-03-10,Favorable,2016-03-11,Passed,2016-03-15,Passed,2016-03-19,,,2016-04-04,Favorable with Amendments,2016-03-28,Passed with Amendments,2016-04-01,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'artmca', 'Name': 'Art, Music and Cultural Affairs -see also- Musms; Theat; etc'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'harforc', 'Name': 'Harford County'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'time', 'Name': 'Time'}]",Regular,E,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '22-102'}, {'Section': '22-807.1'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0936,CH0594,HB1145,Senator Manno,[{'Name': 'Senator Manno'}],"Extending a specified credit against the State income tax for electricity-producing facilities using specified qualified energy resources and placed in service on or after January 1, 2006, but before January 1, 2019; extending the period in which the Maryland Energy Administration may issue specified qualifying certifications to December 31, 2018; establishing the Maryland Clean Energy Incentive Tax Credit Reserve Fund; authorizing the Governor to include an appropriation to the Reserve Fund for fiscal years 2018-2019; etc.",Maryland Clean Energy Incentive Act of 2016,Approved by the Governor - Chapter 594,Budget and Taxation,,Ways and Means,,2016-02-05,2016-03-09T13:00:00,,2016-03-21,Favorable with Amendments,2016-03-21,Passed with Amendments,2016-03-22,Passed,2016-03-23,2016-04-05T13:00:00,,2016-04-08,Favorable with Amendments,2016-04-03,Passed with Amendments,2016-04-04,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'q3', 'Name': 'Taxes - Income'}, {'Code': 'm3', 'Name': 'Environment'}, {'Code': 'c5', 'Name': 'Utility Regulation'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'alternes', 'Name': 'Alternative Energy Sources'}, {'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Alt Energy Sou; Fuel; Power Plants'}, {'Code': 'incomet', 'Name': 'Income Tax'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}]",Regular,E,"[{'Article': {'Code': 'gtg', 'Title': 'Tax - General'}, 'Sections': [{'Section': '10-720'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0937,CH0703,HB1603,Senator Manno,"[{'Name': 'Senator Manno'}, {'Name': 'Senator Astle'}, {'Name': 'Senator Bates'}, {'Name': 'Senator Klausmeier'}, {'Name': 'Senator Raskin'}, {'Name': 'Senator Zucker'}]","Requiring the Department of Natural Resources, in consultation with the University of Maryland Center for Environmental Science to conduct a specified study related to the public oyster fishery; requiring the Department to identify oyster management strategies to promote a sustainable oyster population and fishery; requiring the Department to submit specified reports on the study and specified oyster management strategies to the Governor, the Oyster Advisory Commission, and the General Assembly on or before specified dates; etc.",Sustainable Oyster Population and Fishery Act of 2016,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 703","Education, Health, and Environmental Affairs",,Environment and Transportation,,2016-02-05,2016-03-08T13:00:00,,2016-03-21,Favorable with Amendments,2016-03-20,Passed with Amendments,2016-03-21,Passed,2016-03-22,2016-04-05T13:00:00,,2016-04-11,Favorable with Amendments,2016-04-06,Passed with Amendments,2016-04-07,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}, {'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'chesapb', 'Name': 'Chesapeake Bay'}, {'Code': 'coastab', 'Name': 'Coastal Bays'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'fishf', 'Name': 'Fish and Fishing -see also- Aquaculture; Gill Nets'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'oysters', 'Name': 'Oysters'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,E,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '4-215'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0941,CH0595,,Senator Mathias,"[{'Name': 'Senator Mathias'}, {'Name': 'Senator Manno'}]",Altering the definition of slot machine to exclude specified skills-based devices located at specified family entertainment centers; authorizing the State Lottery and Gaming Control Commission to issue an amusement gaming license to specified family entertainment centers in  Worcester County; authorizing a family entertainment center that holds a license to operate specified skills-based devices that award specified prizes; requiring the Commission to determine the value of specified prizes that may be awarded; etc.,Worcester County - Family Entertainment Centers - Amusement Gaming Licenses,Approved by the Governor - Chapter 595,Budget and Taxation,,Ways and Means,,2016-02-05,2016-03-14T13:00:00,,2016-03-17,Favorable,2016-03-17,Passed,2016-03-18,Passed,2016-03-18,2016-03-29T13:00:00,,2016-04-09,Favorable,2016-04-05,Passed,2016-04-06,Passed,Returned Passed,True,False,False,"[{'Code': 'c7', 'Name': 'Gaming'}]","[{'Code': 'admissat', 'Name': 'Admissions and Amusement Tax'}, {'Code': 'gaming', 'Name': 'Gaming -see also- Bingo; Lottery; Raffles'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'lottergca', 'Name': 'Lottery and Gaming Control Agency, State'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'salesut', 'Name': 'Sales and Use Tax'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'worcesc', 'Name': 'Worcester County'}]",Regular,T,"[{'Article': {'Code': 'gcr', 'Title': 'Criminal Law'}, 'Sections': [{'Section': '12-301'}]}, {'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '9-1B-01'}, {'Section': '9-1B-02'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0942,CH0704,HB1495,Senator Ramirez,"[{'Name': 'Senator Ramirez'}, {'Name': 'Senator Lee'}, {'Name': 'Senator Manno'}]",Altering the circumstances under which a court may reverse or modify the decision of an agency in specified contested cases on judicial review under the Administrative Procedure Act.,State Government - Administrative Procedure Act - Contested Cases - Judicial Review,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 704",Judicial Proceedings,,Health and Government Operations,,2016-02-05,2016-03-03T13:00:00,,2016-03-30,Favorable with Amendments,2016-03-27,Passed with Amendments,2016-03-28,Passed,2016-03-27,,,2016-04-11,Favorable,2016-04-08,Passed,2016-04-09,Passed,Returned Passed,True,False,False,"[{'Code': 'd3', 'Name': 'Civil Actions and Procedures'}, {'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}, {'Code': 'p4', 'Name': 'State Government - Personnel'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'adminipa', 'Name': 'Administrative Procedure Act'}, {'Code': 'contests', 'Name': 'Contests'}, {'Code': 'courts', 'Name': ""Courts -see also- Circuit; Appeals; District; Orphans'; etc.""}, {'Code': 'discipline', 'Name': 'Discipline'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'judicir', 'Name': 'Judicial Review -see also- Appeals'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,T,"[{'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '10-222'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0945,CH0512,HB1342,Senator Raskin,"[{'Name': 'Senator Raskin'}, {'Name': 'Senator Brochin'}, {'Name': 'Senator Feldman'}, {'Name': 'Senator Guzzone'}, {'Name': 'Senator King'}, {'Name': 'Senator Lee'}, {'Name': 'Senator Madaleno'}, {'Name': 'Senator Manno'}, {'Name': 'Senator Muse'}, {'Name': 'Senator Ramirez'}, {'Name': 'Senator Ready'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Young'}, {'Name': 'Senator Zirkin'}, {'Name': 'Senator Zucker'}]",Requiring the Motor Vehicle Administration to require a person who is convicted of specified offenses relating to driving under the influence of alcohol to participate in the Ignition Interlock System Program for specified periods of time; increasing the suspension periods for the driver's license of a person who has refused or has specified results after a test for breath alcohol concentration; requiring a person whose license is suspended after specified results from a specified test to participate in the Program; etc.,Drunk Driving Reduction Act of 2016 (Noah's Law),Approved by the Governor - Chapter 512,Judicial Proceedings,,Judiciary,,2016-02-05,2016-03-10T13:00:00,,2016-03-24,Favorable with Amendments,2016-03-23,Passed with Amendments,2016-03-24,Passed,2016-03-24,2016-04-05T13:00:00,,2016-04-06,Favorable with Amendments,2016-03-30,Passed with Amendments,2016-03-30,Passed with Amendments,Conference Committee Appointed,True,False,False,"[{'Code': 'r3', 'Name': 'Vehicle Laws - Drunk Driving'}, {'Code': 'r4', 'Name': 'Vehicle Laws - Licensing and Registration'}]","[{'Code': 'chemict', 'Name': 'Chemical Tests'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'controds', 'Name': 'Controlled Dangerous Substances -see also- Drugs; Subst Abus'}, {'Code': 'death', 'Name': 'Death -see also- Advance Medical Directives; Wrongful Death'}, {'Code': 'driverl', 'Name': ""Drivers' Licenses""}, {'Code': 'drunkdd', 'Name': 'Drunk and Drugged Driving'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'homicide', 'Name': 'Homicide -see also- Manslaughter; Murder'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'motorva', 'Name': 'Motor Vehicle Administration'}, {'Code': 'motorve', 'Name': 'Motor Vehicle Equipment'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'signatures', 'Name': 'Signatures'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,E,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '16-205'}, {'Section': '16-205.1'}, {'Section': '16-404.1'}, {'Section': '27-107.1'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
SB0967,CH0113,,Senator Mathias,[{'Name': 'Senator Mathias'}],"Establishing a Class A beer, wine, and liquor license in Worcester County; authorizing the Board of License Commissioners to issue the license to an individual for use at a store previously operated by the Department of Liquor Control or specified establishments under specified conditions; providing for the expiration of a specified distance restriction; providing that the license authorizes the sale of beer, wine, and liquor at retail at the place described in the license; establishing an annual license fee of $4,500; etc.","Worcester County - Alcoholic Beverages - Class A Beer, Wine, and Liquor License",Approved by the Governor - Chapter 113,"Education, Health, and Environmental Affairs",,Economic Matters,,2016-02-05,2016-03-08T13:00:00,,2016-03-14,Favorable with Amendments,2016-03-15,Passed with Amendments,2016-03-17,Passed,2016-03-15,,,2016-03-30,Favorable,2016-03-25,Passed,2016-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'beverac', 'Name': 'Beverage Containers'}, {'Code': 'bluel', 'Name': 'Blue Laws'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'retails', 'Name': 'Retail Sales'}, {'Code': 'worcesc', 'Name': 'Worcester County'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '33-102'}, {'Section': '33-2005'}, {'Section': '33-901'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
