YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,access_to_capital_summary,access_to_capital_score
2025 Regular Session,HB0691,Tax Relief and State Personnel Equality for Service Members Act,"Establishing rules of interpretation related to the uniformed services; altering the rule of interpretation for ""veteran""; and altering the application of certain provisions of law governing personnel and taxation to apply to all uniformed services, rather than only the armed forces.","This bill expands and clarifies benefits, protections, and tax relief for veterans, active service members, and their families across Maryland, including property tax exemptions, reinstatement rights, and other support measures.",True,2025,2025,0.0,Maryland Department of Veterans and Military Families,"Veterans, active service members, military families, and disabled veterans in Maryland","The bill enhances access to benefits and protections that could indirectly improve small business owners' access to capital, but does not establish a direct program for capital access.",4.0
2025 Regular Session,HB0698,"Local Government - Development Impact Fees, Surcharges, and Excise Taxes - Reporting","Requiring county governments to make a certain report by July 1 each year to the Department of Planning on the amount, use, and location of the use of county development impact fees, surcharges, and excise taxes; and requiring county governments to make certain reports to the Department of Planning identifying certain local laws.","This bill requires Maryland county governments to report annually on the collection and use of development impact fees, surcharges, and excise taxes, including details on amounts collected, locations, and legal authorities, starting from October 1, 2025.",False,2025,0,0.0,Maryland Department of Planning,"County governments, developers, and residents in Maryland",The bill's focus on reporting and transparency does not directly impact small business owners' access to capital.,1.0
2025 Regular Session,HB0699,General Provisions - Veterans Benefits - Honorable Discharge,"Defining ""honorable discharge"" with respect to any State program of benefits, rights, or privileges applicable to a veteran to include certain discharges.","The bill defines 'honorable discharge' for veterans to include discharges that are less than honorable under certain conditions related to sexual orientation, gender identity, PTSD, traumatic brain injury, or sexual trauma, and allows for discharge upgrades based on these criteria.",True,2025,0,0.0,Department of Veterans and Military Families,Veterans in Maryland who have been discharged under less than honorable conditions due to specific circumstances,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0702,County Boards of Education - Special Education Service Delivery Models - Publication Requirement,"Requiring each county board of education to publish on its website a certain list of special education service delivery models provided for parentally-placed private school students; and defining ""parentally-placed private school student"" as a child with a disability enrolled by the parent or guardian of the child in a private elementary or secondary school or facility, including a religious school or facility.","This bill requires Maryland county boards of education to publish on their websites a list of all special education service delivery models and services provided to parentally-placed private school students, and to clearly state that placement decisions are made by an individualized education program team in consultation with parents, in accordance with federal law.",True,2025,2025,0.0,Maryland county boards of education,"Students with disabilities, parents of students with disabilities, private schools, local education agencies","The bill primarily focuses on transparency and information dissemination regarding special education services, with no direct impact on access to capital for small business owners.",1.0
2025 Regular Session,HB0704,Higher Education - Maryland Graduate and Professional Scholarship Program - Eligible Institutions,Expanding eligibility under the Maryland Graduate and Professional Scholarship Program to include certain students attending the Meritus School of Osteopathic Medicine.,"The bill expands eligibility for the Maryland Graduate and Professional Scholarship Program to include students attending certain institutions in the state, providing financial aid for students in fields like medicine, law, dentistry, pharmacy, nursing, social work, and veterinary medicine.",False,2025,0,0.0,Maryland Higher Education Commission,"Graduate and professional students in Maryland, especially those attending eligible institutions in the state","The bill potentially increases access to financial aid for graduate and professional students, which can improve their ability to access capital for education-related expenses.",6.0
2025 Regular Session,HB0707,"Vehicle Laws - Licenses, Identification Cards, and Moped Operator's Permits - Notation of Nonapparent Disability (Eric's ID Law)","Requiring that an original and renewal application for a license, an identification card, or a moped operator's permit allow an applicant to choose to indicate on the document the applicant's nonapparent disability; requiring the Motor Vehicle Administration to ensure that a certain license, identification card, or moped operator's permit include a notation of a nonapparent disability; requiring the immediate implementation of training for law enforcement concerning interactions with persons with nonapparent disabilities; etc.","The bill requires the Maryland Motor Vehicle Administration to allow applicants for driver's licenses, ID cards, and moped permits to indicate if they have a nonapparent disability, such as developmental or intellectual disabilities. It mandates that the Administration include a notation of this disability on the document if indicated, and establishes procedures for removal and public outreach.",True,2025,0,0.0,Maryland Motor Vehicle Administration,"Individuals with nonapparent disabilities applying for or holding driver's licenses, ID cards, and moped permits in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0712,Harford County - Alcoholic Beverages - Multiple Licenses - Golf Simulator Facilities,Authorizing the Board of License Commissioners for Harford County to issue a Class GSF (golf simulator facility) license to a holder of a Class B license; and clarifying that the Class GSF (golf simulator facility) license counts toward the maximum number of nine Class B alcoholic beverages licenses a holder may be issued.,"The bill authorizes Harford County to issue a special license for golf simulator facilities, which counts towards the total number of alcohol licenses a holder can have.",False,2025,2025,0.0,Board of License Commissioners for Harford County,Alcohol license holders and golf simulator facility operators in Harford County,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0714,Harford County - Alcoholic Beverages - Performing Arts Nonprofit Organization License - Record-Keeping Requirements,"Repealing certain incorrect references to the Comptroller of Maryland in certain provisions of law requiring the holder of a performing arts nonprofit organization license in Harford County to comply with certain record-keeping and reporting requirements; repealing the authority of the Comptroller to suspend the license of a license holder without a hearing under certain circumstances; and authorizing, rather than requiring, the Board to summon a license holder for a hearing and impose a fine under certain circumstances.","The bill amends record-keeping and enforcement procedures for performing arts nonprofit organization alcohol licenses in Harford County, including repealing certain references to the Maryland Comptroller and changing suspension and hearing procedures.",False,2025,2025,0.0,Harford County Board of Alcoholic Beverages,Performing arts nonprofit organizations in Harford County and their patrons,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0715,Harford County - Alcoholic Beverages - Alteration of License Quota,"Altering the quota used to determine the maximum number of certain alcoholic beverages licenses that the Board of License Commissioners for Harford County may issue from every 4,000 to every 4,750 individuals in the county.","This bill alters the quota for the maximum number of certain alcoholic beverage licenses that the Harford County Board of License Commissioners can issue, based on the county's population, and specifies the conditions under which new licenses can be issued if the quota is exceeded.",False,2025,2025,0.0,Harford County Board of License Commissioners,Alcoholic beverage license applicants and businesses in Harford County,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0716,Housing and Community Development - Statewide Rental Assistance Voucher Program Eligibility - Alterations,"Including the Department of Housing and Community Development in the definition of ""public housing agency"" for the purposes of the Statewide Rental Assistance Voucher Program; authorizing a public housing agency to administer the Program in accordance with a local administrative plan; authorizing the Department to project-base up to 100% of its authorized voucher units; altering the manner in which the Department and each public housing agency shall prioritize vouchers and housing assistance payments for certain families; etc.","The bill modifies the Maryland Statewide Rental Assistance Voucher Program by including the Department of Housing and Community Development as a public housing agency, allowing it to administer vouchers, project-base vouchers, and prioritize certain families for assistance. It also updates income payment expectations, inspection schedules, and funding allocations for the program.",True,2025,0,10000000.0,Department of Housing and Community Development,"Low-income households, families with children, foster children, military veterans, homeless individuals, disabled individuals, elderly individuals in Maryland",The bill's focus on rental assistance vouchers and funding allocations has the potential to improve access to capital for small landlords and property owners by increasing available rental assistance and streamlining program administration.,7.0
2025 Regular Session,HB0717,"Natural Resources - Public Lands - Acquisition, Staffing, Operations, and Funding",Altering provisions of law regarding the acquisition of real property by the Department of Natural Resources; establishing a Land and Property Management Program in the Department to process certain  transactions; authorizing the Department and the Natural Resources Police to establish affiliated foundations; authorizing the Governor to transfer certain Program Open Space funds to the Department under certain circumstances; altering and repealing certain provisions of law regarding the use of Program Open Space local funding; etc.,"This bill establishes a Land and Property Management Program within the Maryland Department of Natural Resources, creates affiliated foundations to support land management and recreational activities, and makes various changes to laws regarding public lands, real property acquisition, and funding for land preservation and recreation.",True,2025,0,0.0,Maryland Department of Natural Resources,"Public land users, conservation organizations, local governments, and Maryland residents interested in parks and natural resources","The bill's creation of affiliated foundations and land management programs has the potential to increase access to capital for land and recreational projects, but the direct impact on small business access to capital is limited.",6.0
2025 Regular Session,HB0718,Maryland Health Insurance Coverage Protection Commission - Established,"Establishing the Maryland Health Insurance Coverage Protection Commission to monitor and assess the impact of potential and actual federal changes to specified health care programs and to provide recommendations for State and local action to protect the access of residents of the State to affordable health coverage; and requiring the Commission to submit a report of its findings and recommendations, including any legislative proposals, to the Governor and the General Assembly by December 31 each year.","The bill establishes the Maryland Health Insurance Coverage Protection Commission to monitor and assess the impact of federal changes to health care programs like the ACA, Medicaid, and Medicare, and to recommend actions to protect residents' access to affordable health coverage.",True,2025,2029,0.0,"Maryland Department of Health, Maryland Insurance Administration, and Department of Legislative Services","Maryland residents, especially those at risk of losing health coverage due to federal policy changes","The bill's focus is on monitoring and policy recommendations rather than direct financial programs, so its impact on small business access to capital is minimal.",2.0
2025 Regular Session,HB0719,Natural Resources - State Boat Act - Alterations,"Repealing certain advertising and public hearing requirements for proposed regulations implementing the State Boat Act; increasing certain funding thresholds for certain projects financed by the Waterway Improvement Fund; and altering the fees for manufacturer and dealer licenses, certificates of number, Maryland use stickers, and the issuance of certificates of title, transfer of title, or duplicate or corrected certificates of title.","This bill updates Maryland's State Boat Act by redefining 'personal watercraft' and 'personal flotation device', repealing certain vessel classifications and advertising requirements, increasing funding thresholds for waterway projects, adjusting licensing fees, establishing a nonmotorized vessel decal, and modifying safety regulations including child flotation device requirements.",False,2025,2025,0.0,Maryland Department of Natural Resources,"Vessel owners, boaters, waterway users, and the general public in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0720,Natural Resources - Repeal of Somers Cove Marina Commission and Improvement Fund and Alteration of Operations,"Repealing provisions of law relating to the Somers Cove Marina Commission, the Somers Cove Marina Improvement Fund, and the operation of Somers Cove Marina; requiring the Secretary to develop a master plan for the operation and improvement of services at Somers Cove Marina by October 1, 2027; requiring all revenue received by the Department from activities associated with Somers Cove Marina be deposited in the Natural Resources Property Maintenance Fund; establishing the Somers Cove Marina Advisory Commission; etc.","The bill repeals the Somers Cove Marina Commission and its Improvement Fund, transfers management responsibilities to the Department of Natural Resources, and establishes new advisory commissions and funds to oversee and operate the marina.",True,2025,2032,0.0,Department of Natural Resources,"Marina users, local government, boating community, fishing industry, tourism industry, and residents of Somerset County and Crisfield","The bill creates a structured management and funding framework for the marina, which could facilitate access to capital through grants, fees, and revenue from operations.",7.0
2025 Regular Session,HB0722,Maryland Department of Health - Report on Oversight of Substance Use Disorder Treatment Programs and Recovery Residences,"Requiring the Maryland Department of Health to submit reports on or before December 1, 2025, and December 1, 2026, to the Senate Finance Committee, the Senate Budget and Taxation Committee, the House Health and Government Operations Committee, and the House Appropriations Committee on the oversight of substance use disorder treatment programs and recovery residences.","The bill requires the Maryland Department of Health to submit reports in 2025 and 2026 on the oversight and regulation of substance use disorder treatment programs and recovery residences, including improvements to oversight procedures and preventing adverse events.",False,2025,2026,0.0,Maryland Department of Health,Individuals undergoing substance use disorder treatment and recovery residences in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0723,Health Occupations - Authorization to Practice for Former Federal Employees and Dental Applicants Licensed or Certified in Another State,"Requiring the State Board of Dental Examiners to issue a license or certification to certain applicants licensed or certified by another state within 15 business days after receiving the completed application; requiring the Maryland Department of Health to develop a plan for a temporary or permanent authorization to practice a health occupation in the State for certain individuals who left employment with a federal agency after January 20, 2025; requiring the Department to submit the plan by October 1, 2025 to certain committees; etc.","The bill requires the Maryland Board of Dental Examiners to issue licenses and certifications to qualified applicants licensed or certified in other states, establishes procedures for licensing dental professionals and dental radiation technologists, and directs the Maryland Department of Health to develop a plan for temporary or permanent practice authorization for individuals who left federal employment after January 20, 2025.",True,2025,2025,0.0,Maryland Department of Health and Maryland Board of Dental Examiners,"Dental professionals, dental radiation technologists, and individuals who left federal employment after January 20, 2025","The bill primarily focuses on licensing and certification procedures, not on direct access to capital for small businesses.",1.0
2025 Regular Session,HB0728,Opioid Restitution Fund - Authorized Uses,"Altering the allowable uses of the Opioid Restitution Fund to provide funds for the operating expenses and personnel costs for investigations, enforcement actions, and other activities conducted by the Opioids Enforcement Unit within the Office of the Attorney General that are related to the recovery of funds from opioid-related judgments or settlements; and requiring, beginning October 1, 2025, the Office of the Attorney General to report annually to the General Assembly on the status of activity of the Opioids Enforcement Unit.","The bill alters the uses of the Opioid Restitution Fund to include funding for operating expenses and personnel costs for investigations, enforcement actions, and activities by the Opioids Enforcement Unit within the Office of the Attorney General related to recovering funds from opioid-related judgments and settlements.",True,2025,2029,0.0,Office of the Attorney General,"Individuals affected by opioid use disorder, law enforcement, public health agencies, and community organizations involved in opioid recovery and enforcement","The bill's focus on enforcement and investigation activities may indirectly impact access to capital for small businesses, but it primarily funds enforcement and investigative operations.",3.0
2025 Regular Session,HB0729,Public Health - Use of Opioid Restitution Fund and Training Under the Overdose Response Program,"Altering the training that the Maryland Department of Health is authorized to provide under the Overdose Response Program to include emphasis on the restoration of breathing, avoiding withdrawal, and compassionate postoverdose support and care; clarifying that the use of the Opioid Restitution Fund is subject to certain restrictions; and altering the authorized uses of the Opioid Restitution Fund so as to include the addressing of racial disparities in access to prevention, harm reduction, treatment, and recovery support services.","The bill modifies the use of the Opioid Restitution Fund and the training provided under the Overdose Response Program by clarifying restrictions, expanding authorized uses, and supporting various substance use disorder prevention, treatment, and recovery initiatives.",True,2025,2025,0.0,Maryland Department of Health,"Individuals with substance use disorders, healthcare providers, community organizations, and populations impacted by opioid misuse and overdose","The bill's focus on funding programs for substance use disorder prevention, treatment, and recovery suggests a high potential for impacting access to capital for small businesses involved in these areas.",8.0
2025 Regular Session,HB0731,Wildlife - Protections and Highway Crossings,"Establishing the Maryland Connectivity Coalition to foster collaboration among State and federal agencies, nongovernmental organizations, and other stakeholders for the purpose of protecting endangered wildlife from habitat fragmentation; requiring the State Highway Administration to have final decision-making authority regarding decisions related to placement, funding, or design of wildlife crossings; etc.",The bill establishes the Maryland Connectivity Coalition and the Wildlife Connectivity Fund to promote wildlife habitat connectivity and reduce vehicle-wildlife collisions through projects like wildlife crossings. It also requires agencies to consider wildlife movement in planning and provides for public education and donation options.,True,2025,0,0.0,Department of Natural Resources and Maryland State Highway Administration,"Wildlife, motorists, local governments, environmental organizations, and the general public","The bill creates a dedicated fund and promotes projects that could improve access to wildlife crossing infrastructure, potentially facilitating small business involvement in related construction and engineering services.",7.0
2025 Regular Session,HB0738,Department of Information Technology - Major Information Technology Development Projects - Oversight,"Providing that a unit of State government may not purchase, lease, contract for, or rent an information technology service or product unless consistent with the master plan, as determined by the Secretary of Information Technology; providing that the Secretary is responsible for overseeing the implementation of major information technology projects in the State; establishing the Maryland Office of Digital Experience in the Department to provide oversight, leadership, and strategic modernization for major technology projects; etc.","This bill establishes the Maryland Office of Digital Experience to oversee, modernize, and improve major information technology projects within the Maryland state government. It creates new standards, reporting requirements, and oversight mechanisms for IT projects, and sets up a Digital Service Unit to enhance digital services for residents.",True,2025,2026,4300000.0,Maryland Office of Digital Experience and Department of Information Technology,"State government agencies, residents of Maryland, small and minority business vendors involved in state IT projects","The bill's focus on oversight, standardization, and modernization of IT projects can improve efficiency and reduce costs, potentially increasing access to capital for small businesses involved in state projects.",7.0
2025 Regular Session,HB0744,"Motor Vehicles - Reckless, Negligent, and Aggressive Driving (Sergeant Patrick Kepp Act)","Altering the penalties and points assessments related to the offenses of reckless, negligent, and aggressive driving; and adding certain motor vehicle offenses as elements that may contribute to charges for reckless or aggressive driving.","This bill modifies penalties and points assessments for reckless, negligent, and aggressive driving in Maryland. It also adds certain motor vehicle offenses as factors that can contribute to charges of reckless or aggressive driving.",False,2025,2025,0.0,Maryland Department of Transportation or relevant Maryland State agency responsible for traffic enforcement and vehicle laws,Motor vehicle drivers and the general public in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0745,State Board of Professional Counselors and Therapists - Behavior Analysts - Licensure Applications,Requiring the State Board of Professional Counselors and Therapists to issue a license to practice behavior analysis to qualified applicants within 30 days of receiving the completed application; requiring the State Board to issue a license within 50 days to an applicant who submitted an incomplete application but has presented additional information; and requiring the State Board to provide a certain e-mail notification regarding the status of an application for a license to practice behavior analysis.,"This bill requires the Maryland State Board of Professional Counselors and Therapists to issue licenses for behavior analysts within specified timeframes, and to notify applicants via email about the status of their applications.",False,2025,2025,0.0,Maryland State Board of Professional Counselors and Therapists,Applicants for behavior analyst licensure in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0746,Baltimore County - Alcoholic Beverages Licenses - Transfers,Authorizing the Board of License Commissioners for Baltimore County to approve the transfer of a Class B or Class D license existing on a certain date that is located in an eligible transferor district to another election district under certain circumstances; and limiting the number of license transfers that the Board may approve from an eligible transferor district.,"This bill authorizes the Baltimore County Board of License Commissioners to approve the transfer of certain Class B or D alcohol licenses between election districts under specific conditions, limits the number of such transfers, and establishes rules for assessing the economic impact of transfers.",False,2025,2028,0.0,Baltimore County Board of License Commissioners,"Alcohol license holders, local communities, and businesses in Baltimore County","The bill's focus on license transfers and economic impact assessments may influence the local business environment, but it does not directly create a program to improve access to capital for small businesses.",3.0
2025 Regular Session,HB0749,Washington County - Public Safety - Buildings Used for Agritourism,Adding Washington County to the list of counties that exempt agricultural buildings used for agritourism from certain building performance standards and where an existing agricultural building used for agritourism is not considered a change of occupancy that requires a building permit under certain circumstances.,"The bill exempts agricultural buildings used for agritourism in Washington County from certain building standards and simplifies the process for existing agricultural buildings to be used for agritourism without requiring a building permit, under specific conditions.",True,2025,0,0.0,Maryland Department of Public Safety or local building authorities,"Farmers, agritourism operators, local communities in Washington County","The bill potentially lowers barriers for farmers and agritourism operators to develop or expand agritourism activities, which could improve their access to capital by reducing compliance costs.",7.0
2025 Regular Session,HB0750,Washington County - Property Tax Credit - Economic Development Projects,Altering eligibility requirements for a certain property tax credit for certain business entities that invest a certain amount in certain real property in Washington County and create a certain number of new and permanent full-time jobs in the county; and altering the amount and duration of the property tax credit.,"The bill modifies the property tax credit program in Washington County to incentivize business investments and job creation through increased investment thresholds, expanded eligibility, and extended tax credit durations.",False,2025,2025,0.0,Washington County government,Business entities investing and creating jobs in Washington County,"The bill's focus on property tax credits for business investments and job creation could indirectly influence access to capital, but it does not directly provide capital or financing.",4.0
2025 Regular Session,HB0754,Harford County - Alcoholic Beverages - Hearing Notice,Altering certain notice requirements before the Board of License Commissioners for Harford County may hold public hearings on proposed regulatory changes or license applications; and providing that the Board may publish a decision on certain license applications either in certain newspapers or on its website.,"The bill modifies notice and publication requirements for alcohol license applications and regulatory hearings in Harford County, allowing notices to be published either in newspapers or on the county's website, and updates procedures for license application notices and decisions.",False,2025,2025,0.0,Harford County Board of License Commissioners,"Alcohol license applicants, license holders, and residents of Harford County",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0755,Common Ownership Communities - Recreational Common Areas - Sensitive Information as Condition for Access,"Prohibiting a cooperative housing corporation, condominium association, or homeowners association from requiring certain sensitive information of certain individuals as a condition for access to a recreational common area; and defining ""sensitive information"" as an individual's Social Security card or Social Security number, Individual Taxpayer Identification Number, birth certificate, racial or ethnic origin, national origin, citizenship or immigration status,  religious or philosophical beliefs, or medical records.","The bill prohibits cooperative housing corporations, condominiums, and homeowners associations from requiring residents or their guests to provide sensitive personal information as a condition for accessing recreational common areas.",True,2025,2025,0.0,Maryland Department of Housing and Community Development or relevant local housing authorities,"Residents of cooperative housing, condominiums, and homeowners associations, including their guests and children",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0757,Professional and Volunteer Firefighter Innovative Cancer Screening Technologies Program - Funding,"Altering the amount the Governor is authorized to include in the annual budget for the Program from $500,000 to at least $1,000,000; and authorizing the Secretary to use up to 20% of Program funds to support research centers, including the University of Maryland Institute for Health Computing, in the collection, analysis, and processing of Program outcome data for the purposes of assessing, maximizing, and improving the effectiveness and clinical utility of the cancer screening funded by the Program.","The bill establishes a funding program for innovative cancer screening technologies specifically for professional and volunteer firefighters, funded through a fee on oil transfers in Maryland.",True,2025,2030,3000000.0,Maryland Department of Health,"Firefighters, cancer screening researchers, academic medical centers in Maryland","The program's funding and support for medical research centers could improve access to advanced cancer screening technologies for firefighters, potentially increasing their access to early detection and treatment.",7.0
2025 Regular Session,HB0761,Maryland Uniform Disposition of Abandoned Property Act - Revisions,Making certain virtual currency subject to the abandoned property laws in the State; establishing certain provisions to determine certain information about certain apparent owners of abandoned property; altering and establishing certain provisions pertaining to the presumption of abandonment for certain types of property; establishing certain procedures to establish the death of a certain insured or certain annuitant; altering from $100 to $50 the value at which the Comptroller is required to publish a certain notice; etc.,"This bill revises Maryland's laws on unclaimed property, including virtual currency, and updates procedures for handling abandoned property, claims, and the responsibilities of the State Comptroller.",False,2025,2025,0.0,Maryland Office of the Comptroller,"Owners of unclaimed property, including virtual currency holders, and financial institutions in Maryland.",The bill's impact on access to capital is minimal as it mainly updates legal procedures and definitions related to unclaimed property.,2.0
2025 Regular Session,HB0765,Hospitals - Medical Debt Collection - Sale of Patient Debt,"Authorizing a hospital, under certain circumstances, to sell the medical debt of patients if the debt is sold to a governmental unit or an entity that is under contract with the unit or a nonprofit organization for the purpose of canceling the debt; requiring that a hospital's financial policy require the hospital to dismiss actions pending against a patient for the collection of debt that was sold and prohibit the hospital from engaging in specified collection activities; etc.","This bill regulates hospital debt collection practices in Maryland, including restrictions on selling patient debt, requirements for hospitals to report on debt collection, and procedures for debt cancellation and patient notification.",True,2025,2028,0.0,Maryland Health – General (the Maryland Department of Health),"Hospital patients, especially those with medical debt or seeking free or reduced-cost care in Maryland","The bill's restrictions on debt selling and collection activities could limit the ability of small business owners (such as debt collectors or financial institutions) to access certain types of medical debt, potentially reducing available capital from this source.",4.0
2025 Regular Session,HB0767,"Real Property - Landlord and Tenant - Procedures for Failure to Pay Rent, Breach of Lease, and Tenant Holding Over","Requiring a landlord to provide certain notice to a tenant when a court has issued a warrant of restitution for a failure of a tenant to pay rent, a breach of lease, or a tenant holding over under certain circumstances; establishing certain procedures and requirements for the execution of a warrant for repossession; establishing that the Act does not restrict the authority of the State or a local jurisdiction to enact or enforce certain legislation; applying the Act prospectively; etc.","This bill establishes new procedures and requirements for landlords and courts regarding eviction processes, including notice requirements, execution of warrants for repossession, and handling of tenants' personal property after eviction.",False,2025,2025,0.0,Maryland District Courts and local law enforcement agencies,"Tenants and landlords in Maryland, especially those involved in eviction proceedings","The bill primarily changes eviction procedures and property handling, with no direct impact on small business access to capital.",1.0
2025 Regular Session,HB0774,Higher Education - Hunger-Free Campus Grant Program - Alterations,Requiring the Maryland Higher Education Commission to designate certain private institutions of higher education as hunger-free campuses; and prohibiting certain private institutions of higher education from being eligible to receive grant funding under the Hunger-Free Campus Grant Program.,"The bill establishes the Hunger–Free Campus Grant Program to designate certain higher education campuses as hunger–free, provide funding for initiatives to address student food insecurity, and require reporting on the program's impact.",True,2023,2026,525000.0,Maryland Higher Education Commission,Students at higher education institutions facing food insecurity,The program has a high potential to improve access to capital for initiatives supporting food-insecure students through grants and seed funding.,8.0
2025 Regular Session,HB0775,Correctional Services - Death of Incarcerated Individual - Notification,Requiring the Commissioner of Correction to notify certain elected representatives whenever an incarcerated individual dies in a Division of Correction facility; and requiring the Department of Public Safety and Correctional Services to adopt certain regulations compliant with the federal Health Insurance Portability and Accountability Act.,"This bill requires the Maryland Department of Correction to notify certain officials and representatives when an incarcerated individual dies in custody, including the cause of death and ensuring compliance with privacy laws.",False,2025,2025,0.0,Department of Public Safety and Correctional Services,"Incarcerated individuals, their families, correctional facility staff, and government officials",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0776,Maryland Medical Practice Act and Maryland Physician Assistants Act - Revisions,"Repealing obsolete and redundant language in, clarifying language in, and making language consistent across certain provisions of law governing the State Board of Physicians and the regulation of physicians, physician assistants, and allied health professionals; altering certain licensure requirements; altering the grounds for discipline for physicians, physician assistants, and allied health professionals; authorizing the Board to impose a civil penalty for a certain report made in bad faith; etc.","This bill updates and clarifies regulations governing physicians, physician assistants, and allied health professionals in Maryland, including licensure, disciplinary procedures, reporting requirements, and program structures.",False,2025,2025,0.0,Maryland State Board of Physicians,"Physicians, physician assistants, allied health professionals, and the public in Maryland",The bill mainly changes regulatory and disciplinary procedures and does not establish a distinct service or intervention for public access to capital.,1.0
2025 Regular Session,HB0782,Study on Detecting Deadly Weapons in Public Middle and High Schools,"Requiring the Maryland Center for School Safety to study how best to detect deadly weapons in public middle and high schools and how best to rapidly report the detection of weapons to a law enforcement agency; requiring the Center to request any available assessment technologies evaluated under the Act; and requiring the Center to issue an interim report by December 1, 2025, and a final report on the findings of the study, in a manner that does not jeopardize school safety, by December 1, 2026, to","This bill requires the Maryland Center for School Safety to study how to detect deadly weapons in public middle and high schools and how to improve reporting of such weapons to law enforcement. It includes evaluating current security measures, exploring new technologies like AI and metal detectors, and assessing the use of security cameras.",True,2025,2027,0.0,Maryland Center for School Safety,"Public middle and high school students, school staff, law enforcement agencies, and school administrators","The bill's focus is on evaluating and improving security measures and technologies, which could impact access to capital for security vendors and technology providers, but it does not directly establish a new program or fund.",4.0
2025 Regular Session,HB0783,Health Occupations - Implicit Bias and Structural Racism Training,"Requiring applicants for renewal of certain licenses and certain certificates issued by certain health occupation boards to attest that the applicant completed an implicit bias and structural racism training program, rather than an implicit bias training program, approved by the Cultural and Linguistic Health Care Professional Competency Program; authorizing certain health occupations boards to adopt regulations allowing applicants renewing licenses to receive continuing education credits for completing certain training; etc.","The bill requires health care professionals in Maryland to complete implicit bias and structural racism training for license renewal, with the program being approved by the Cultural and Linguistic Health Care Professional Competency Program. It establishes the program, sets the timeline for implementation, and authorizes regulations for continuing education credits.",True,2026,0,0.0,Cultural and Linguistic Health Care Professional Competency Program and health occupations boards,"Health care professionals and patients in Maryland, especially from diverse and marginalized communities",The bill primarily focuses on training health care professionals and does not directly impact access to capital for small businesses.,1.0
2025 Regular Session,HB0784,Baltimore City - Alcoholic Beverages Licenses - Alterations,Authorizing the Board of License Commissioners for Baltimore City to provide a certain waiver from certain requirements for a restaurant within a certain bounded area in the 46th alcoholic beverages district; expanding the class of license to which a certain requirement for a memorandum of understanding applies to include any alcoholic beverages license in Baltimore City; providing an exception to a certain prohibition against the Board allowing a certain license transfer under certain circumstances; etc.,"The bill makes various changes to alcohol licensing laws in Baltimore City, including allowing waivers, expanding license types, requiring memoranda of understanding with community associations, extending license expiration dates for transfers, and setting rules for license transfers and conversions.",False,2025,2030,0.0,Baltimore City Board of License Commissioners,"Alcohol licensees, Baltimore City residents, community associations, small business owners in Baltimore City",The bill's provisions mainly relate to licensing rules and do not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB0785,Common Ownership Communities and Zoning Authorities - Operation of Family Child Care Homes - Limitations,Prohibiting a provision in certain documents of certain cooperative housing corporations from prohibiting or restricting the establishment or operation of certain family child care homes; prohibiting a provision in certain documents of certain cooperative housing corporations from limiting the number of children for which certain family child care homes provide family child care below the number authorized by the State Department of Education; etc.,"This bill prohibits certain restrictions and limitations on the operation of family child care homes within common ownership communities, condominiums, and local jurisdictions in Maryland. It ensures that such homes cannot be restricted below state-authorized capacity, and it limits the ability of associations and local laws to prohibit or restrict family child care operations.",True,2025,9999,0.0,Maryland Department of Education and local government agencies,"Family child care providers, families using child care, residents of common ownership communities, local jurisdictions","The bill's provisions primarily focus on restrictions and legal protections for family child care homes, and do not directly impact access to capital for small business owners.",1.0
2025 Regular Session,HB0786,Appellate Court of Maryland - Sessions at Educational Institutions,"Authorizing the Appellate Court of Maryland, in conjunction with the administrations of secondary and postsecondary educational institutions in the State, to hold sessions at certain secondary and postsecondary educational institutions in the State.","This bill authorizes the Appellate Court of Maryland to hold sessions at secondary and postsecondary educational institutions in the state, in addition to its usual location in Annapolis.",True,2025,2025,0.0,Appellate Court of Maryland,"Students, educational institutions, legal community in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
