YearAndSession,BillNumber,Title,Synopsis,bill_summary,responsible_party,stakeholders,decrease_small_business_failure_summary,decrease_small_business_failure_score
2025 Regular Session,HB0755,Common Ownership Communities - Recreational Common Areas - Sensitive Information as Condition for Access,"Prohibiting a cooperative housing corporation, condominium association, or homeowners association from requiring certain sensitive information of certain individuals as a condition for access to a recreational common area; and defining ""sensitive information"" as an individual's Social Security card or Social Security number, Individual Taxpayer Identification Number, birth certificate, racial or ethnic origin, national origin, citizenship or immigration status,  religious or philosophical beliefs, or medical records.","The bill prohibits cooperative housing corporations, condominiums, and homeowners associations from requiring residents or their guests to provide sensitive personal information as a condition for accessing recreational common areas.",Maryland State Department of Housing and Community Development or relevant local housing authorities.,"Residents of cooperative housing, condominiums, and homeowners associations, including their guests and children.","While the bill primarily affects housing associations and residents, it may indirectly impact small businesses involved in property management or legal compliance, but the direct impact on small business failure rates is minimal.",2.0
2025 Regular Session,HB0757,Professional and Volunteer Firefighter Innovative Cancer Screening Technologies Program - Funding,"Altering the amount the Governor is authorized to include in the annual budget for the Program from $500,000 to at least $1,000,000; and authorizing the Secretary to use up to 20% of Program funds to support research centers, including the University of Maryland Institute for Health Computing, in the collection, analysis, and processing of Program outcome data for the purposes of assessing, maximizing, and improving the effectiveness and clinical utility of the cancer screening funded by the Program.","The bill establishes a funding program for innovative cancer screening technologies specifically for professional and volunteer firefighters, funded through a fee on oil transfers in Maryland. It allocates funds to support research and development of cancer screening methods and supports academic medical research centers.",Maryland Department of the Environment and the Maryland Department of Health,"Professional and volunteer firefighters, medical research centers, and the general public in Maryland","The bill's primary focus is on firefighter health and cancer screening, not on small business support or failure reduction.",1.0
2025 Regular Session,HB0761,Maryland Uniform Disposition of Abandoned Property Act - Revisions,Making certain virtual currency subject to the abandoned property laws in the State; establishing certain provisions to determine certain information about certain apparent owners of abandoned property; altering and establishing certain provisions pertaining to the presumption of abandonment for certain types of property; establishing certain procedures to establish the death of a certain insured or certain annuitant; altering from $100 to $50 the value at which the Comptroller is required to publish a certain notice; etc.,"The bill revises Maryland's laws on unclaimed property, including virtual currency, insurance policies, and other personal property, establishing procedures for determining ownership, handling abandoned property, and reporting requirements.",Maryland State Comptroller's Office,"Owners of abandoned property, including individuals, businesses, and insurance policyholders in Maryland.","The bill's provisions for handling abandoned property and virtual currency aim to streamline processes and reduce uncertainties, potentially lowering small business failures related to unclaimed assets.",7.0
2025 Regular Session,HB0765,Hospitals - Medical Debt Collection - Sale of Patient Debt,"Authorizing a hospital, under certain circumstances, to sell the medical debt of patients if the debt is sold to a governmental unit or an entity that is under contract with the unit or a nonprofit organization for the purpose of canceling the debt; requiring that a hospital's financial policy require the hospital to dismiss actions pending against a patient for the collection of debt that was sold and prohibit the hospital from engaging in specified collection activities; etc.","The bill authorizes hospitals in Maryland to sell certain medical debt to government or nonprofit entities for the purpose of canceling the debt, under specific conditions. It also establishes requirements for hospital debt collection policies, including restrictions on selling debt, reporting adverse information, and collection activities, especially for patients eligible for free or reduced-cost care.",Maryland Department of Health and the Maryland Health Care Commission,"Patients with hospital debt, especially those eligible for free or reduced-cost care, and hospitals in Maryland.","The bill's restrictions on debt collection and sale practices aim to reduce financial burdens on hospitals, potentially decreasing the likelihood of hospital closures due to debt-related issues, thereby indirectly supporting small healthcare providers.",6.0
2025 Regular Session,HB0767,"Real Property - Landlord and Tenant - Procedures for Failure to Pay Rent, Breach of Lease, and Tenant Holding Over","Requiring a landlord to provide certain notice to a tenant when a court has issued a warrant of restitution for a failure of a tenant to pay rent, a breach of lease, or a tenant holding over under certain circumstances; establishing certain procedures and requirements for the execution of a warrant for repossession; establishing that the Act does not restrict the authority of the State or a local jurisdiction to enact or enforce certain legislation; applying the Act prospectively; etc.","The bill establishes new procedures and requirements for landlords when repossessing residential property due to failure to pay rent, breach of lease, or tenant holdovers. It emphasizes providing tenants with notice and opportunities to reclaim personal belongings and limits the immediate disposal of tenant property.","Maryland District Courts and local law enforcement (sheriffs and constables) for executing repossession warrants, and landlords for providing notices and handling tenant property.",Tenants facing eviction and landlords involved in repossession proceedings.,The bill primarily addresses residential landlord-tenant relations and does not directly impact small business failure rates.,1.0
2025 Regular Session,HB0774,Higher Education - Hunger-Free Campus Grant Program - Alterations,Requiring the Maryland Higher Education Commission to designate certain private institutions of higher education as hunger-free campuses; and prohibiting certain private institutions of higher education from being eligible to receive grant funding under the Hunger-Free Campus Grant Program.,"The bill establishes the Hunger–Free Campus Grant Program to support food security initiatives at Maryland higher education institutions, including designating campuses as hunger–free, providing grants, and reporting on progress.",Maryland Higher Education Commission,"Students at Maryland higher education institutions, especially those facing food insecurity",The bill focuses on food security for students and does not directly impact small business failure rates.,1.0
2025 Regular Session,HB0775,Correctional Services - Death of Incarcerated Individual - Notification,Requiring the Commissioner of Correction to notify certain elected representatives whenever an incarcerated individual dies in a Division of Correction facility; and requiring the Department of Public Safety and Correctional Services to adopt certain regulations compliant with the federal Health Insurance Portability and Accountability Act.,"The bill requires the Maryland Department of Correction to notify certain officials when an incarcerated individual dies in custody, including the cause of death, and mandates the department to adopt regulations to implement this requirement.",Department of Public Safety and Correctional Services,"Incarcerated individuals, their families, correctional facility staff, and local government officials",The bill does not directly impact small businesses or their failure rates.,1.0
2025 Regular Session,HB0776,Maryland Medical Practice Act and Maryland Physician Assistants Act - Revisions,"Repealing obsolete and redundant language in, clarifying language in, and making language consistent across certain provisions of law governing the State Board of Physicians and the regulation of physicians, physician assistants, and allied health professionals; altering certain licensure requirements; altering the grounds for discipline for physicians, physician assistants, and allied health professionals; authorizing the Board to impose a civil penalty for a certain report made in bad faith; etc.","This bill updates and clarifies laws governing the regulation, licensure, and disciplinary procedures for physicians, physician assistants, and allied health professionals in Maryland, including establishing new committees, reporting requirements, and penalties.",Maryland State Board of Physicians,"Physicians, physician assistants, allied health professionals, and the public in Maryland","The bill's provisions for licensing, reporting, and disciplinary procedures aim to create clearer regulations and oversight, which can help reduce small business failures related to healthcare practices.",7.0
2025 Regular Session,HB0782,Study on Detecting Deadly Weapons in Public Middle and High Schools,"Requiring the Maryland Center for School Safety to study how best to detect deadly weapons in public middle and high schools and how best to rapidly report the detection of weapons to a law enforcement agency; requiring the Center to request any available assessment technologies evaluated under the Act; and requiring the Center to issue an interim report by December 1, 2025, and a final report on the findings of the study, in a manner that does not jeopardize school safety, by December 1, 2026, to","The bill requires the Maryland Center for School Safety to study and evaluate methods for detecting deadly weapons in public middle and high schools, including the use of technology, security measures, and rapid reporting to law enforcement. It aims to improve school safety measures and reporting systems.",Maryland Center for School Safety,"Students, staff, and families of public middle and high schools in Maryland",The bill does not directly address small businesses or their failure rates.,0.0
2025 Regular Session,HB0783,Health Occupations - Implicit Bias and Structural Racism Training,"Requiring applicants for renewal of certain licenses and certain certificates issued by certain health occupation boards to attest that the applicant completed an implicit bias and structural racism training program, rather than an implicit bias training program, approved by the Cultural and Linguistic Health Care Professional Competency Program; authorizing certain health occupations boards to adopt regulations allowing applicants renewing licenses to receive continuing education credits for completing certain training; etc.","The bill requires health care professionals in Maryland to complete implicit bias and structural racism training for license renewal, and authorizes the adoption of regulations to include continuing education credits for such training.",Maryland health occupations boards and the Cultural and Linguistic Health Care Professional Competency Program,"Health care professionals and patients in Maryland, especially those from diverse cultural and racial backgrounds","The program aims to improve cultural competency and reduce disparities, which can contribute to better patient outcomes and potentially lower failure rates for health care practices.",7.0
2025 Regular Session,HB0784,Baltimore City - Alcoholic Beverages Licenses - Alterations,Authorizing the Board of License Commissioners for Baltimore City to provide a certain waiver from certain requirements for a restaurant within a certain bounded area in the 46th alcoholic beverages district; expanding the class of license to which a certain requirement for a memorandum of understanding applies to include any alcoholic beverages license in Baltimore City; providing an exception to a certain prohibition against the Board allowing a certain license transfer under certain circumstances; etc.,"The bill authorizes the Baltimore City Board of License Commissioners to provide waivers and modify licensing requirements for certain alcoholic beverage licenses, including expanding license transfer and renewal provisions, and establishing specific conditions for licenses near schools and places of worship.",Baltimore City Board of License Commissioners,"Alcoholic beverage licensees, residents and businesses in Baltimore City, community associations, and local institutions such as schools and places of worship.","The bill's provisions to extend license expiration dates, ease transfer restrictions, and allow waivers are designed to reduce administrative barriers and uncertainties, potentially lowering small business failure rates.",7.0
2025 Regular Session,HB0785,Common Ownership Communities and Zoning Authorities - Operation of Family Child Care Homes - Limitations,Prohibiting a provision in certain documents of certain cooperative housing corporations from prohibiting or restricting the establishment or operation of certain family child care homes; prohibiting a provision in certain documents of certain cooperative housing corporations from limiting the number of children for which certain family child care homes provide family child care below the number authorized by the State Department of Education; etc.,"The bill prohibits restrictions in certain housing documents and local laws that limit the operation or number of children in family child care homes within common ownership communities, condominiums, and homeowners associations, ensuring these homes are recognized as permitted residential activities.",Maryland Department of Education and local zoning authorities,"Family child care providers, families using family child care homes, residents of condominiums and homeowners associations, and small business owners operating family child care homes.","The bill reduces legal and regulatory barriers for family child care providers, which can help prevent business failure by clarifying their rights and reducing restrictions.",8.0
2025 Regular Session,HB0786,Appellate Court of Maryland - Sessions at Educational Institutions,"Authorizing the Appellate Court of Maryland, in conjunction with the administrations of secondary and postsecondary educational institutions in the State, to hold sessions at certain secondary and postsecondary educational institutions in the State.","The bill authorizes the Appellate Court of Maryland to hold sessions at secondary and postsecondary educational institutions across the state, in addition to its usual location in Annapolis, to facilitate access and engagement with the judicial process.","The Appellate Court of Maryland, in conjunction with educational institutions and the Chief Judge of the Court.","Legal professionals, students, educational institutions, and residents of Maryland who may attend or be affected by court sessions held at educational institutions.",The bill does not directly address small businesses or their failure rates.,0.0
2025 Regular Session,HB0787,Courts - State Reporter - Publication of Cases,Repealing a requirement that the State Reporter secure copyright for the State of published reports of opinions of the Supreme Court of Maryland and the Appellate Court of Maryland.,"The bill repeals the requirement that the Maryland State Reporter secure copyright for published reports of opinions from the Maryland Supreme Court and Appellate Court, simplifying the publication process of case reports.","The Supreme Court of Maryland, which supervises the State Reporter.","Legal professionals, courts, and the public who rely on published case reports from Maryland's courts.","The bill does not directly impact small business failure rates, as it pertains to legal case publication procedures.",1.0
2025 Regular Session,HB0788,Judiciary Department - Commission on Judicial Disabilities - Temporary Appointment,"Allowing the chair of the Commission on Judicial Disabilities to appoint a former member to temporarily fill a certain vacancy on the Commission; allowing the Governor, upon certain request of the chair, to appoint a temporary substitute member or extend the term of an existing member of the Commission; and requiring that any temporary substitute is subject to the same qualifications applicable to the member the substitute is replacing and if the member is a judge or an attorney, must be a member in good standing of the Maryland bar.","The bill proposes a constitutional amendment to allow the chair of the Commission on Judicial Disabilities to appoint a temporary member or extend a member’s term, especially in cases of recusals or vacancies, to ensure the commission’s effective functioning.",The Maryland Judicial Conference and the Governor of Maryland,"Judges, judicial officials, and the public involved in the Maryland judicial system",This bill does not directly impact small businesses or their failure rates.,0.0
2025 Regular Session,HB0790,Property Tax - Payment Plans - Notice to Taxpayers,Requiring the State Tax Sale Ombudsman to include certain information concerning a certain State installment payment program for property taxes on the Ombudsman's website; requiring the Ombudsman to contract with a vendor to operate an installment payment program for payment of taxes in which any homeowner may enroll; requiring a collector of taxes to include certain information concerning a certain State or local installment payment program for property taxes in a separate insert included with each property tax bill; etc.,"The bill requires the Maryland Department and local tax collectors to provide clear information about property tax installment payment programs to taxpayers. It mandates including notices and instructions on bills, websites, and notices related to property tax sales, and establishes a program for homeowners to pay delinquent taxes in installments.",Maryland Department of Assessments and Taxation and local tax collectors,"Homeowners and property taxpayers in Maryland, especially those with delinquent taxes or at risk of tax sale","The bill primarily targets homeowners and property owners, not small businesses, so its direct impact on small business failure rates is minimal.",1.0
2025 Regular Session,HB0791,Somerset County - Property Tax - Emergency Services Tax,Authorizing the County Commissioners of Somerset County to impose an emergency services tax on all property subject to the county property tax to pay costs of emergency services; and prohibiting the county commissioners from initially imposing or subsequently increasing an emergency services tax until after a public hearing is held.,"The bill authorizes Somerset County to impose an annual emergency services property tax to fund fire, rescue, and emergency medical services. It requires a public hearing before any initial imposition or increase of the tax and mandates public notice of the hearing.",Somerset County Commissioners,"Property owners in Somerset County, emergency service providers, and residents relying on emergency services","The bill primarily affects property owners and local government, with minimal direct impact on small businesses, but it could influence local economic conditions indirectly.",2.0
2025 Regular Session,HB0793,University System of Maryland - Academic Facilities Bonding Authority,"Approving certain projects for the acquisition, development, and improvement of certain academic facilities for the University System of Maryland; authorizing the issuance of bonds by the University System of Maryland in a total principal amount of $25,000,000 for financing the projects; and providing that the bonds issued under the authority of the Act are not a debt or obligation of the State or any of its subdivisions.","The bill authorizes the University System of Maryland to issue bonds totaling $30 million to finance projects for academic facilities, including new construction and renewal of existing facilities, without creating debt for the State.",University System of Maryland,"Students, faculty, and staff of the University System of Maryland, and the academic community in Maryland.","The bill does not directly address small business failure reduction, as it focuses on university facilities funding.",1.0
2025 Regular Session,HB0795,Federal Public Service Loan Forgiveness Program - Employee Certification and Awareness Materials,"Establishing requirements related to the certification of employment by public service employers under the federal Public Service Loan Forgiveness Program, including requirements regarding determinations of whether employees are full-time; and requiring the Student Loan Ombudsman in the Office of the Commissioner of Financial Regulation to develop and disseminate information to increase awareness of and participation in the Program.",The bill establishes requirements for public service employers in Maryland to certify employment for employees participating in the federal Public Service Loan Forgiveness Program. It also mandates the development and dissemination of informational materials to increase awareness and participation in the program.,"The Student Loan Ombudsman in the Office of the Commissioner of Financial Regulation, in coordination with public service employers.","Public service employees in Maryland, including those working for state and local government, public institutions of higher education, and other qualifying public service organizations.","While primarily focused on public service employment and loan forgiveness, the bill's impact on small business failure rates is indirect and likely minimal.",2.0
2025 Regular Session,HB0796,Real Property – Filing Fee for Residential Mortgage Foreclosure – Increase,Increasing the filing fee required to accompany an order to docket or a complaint to foreclose a mortgage or deed of trust on residential property from $300 to $450.,"The bill increases the filing fee for residential mortgage foreclosure cases from $300 to $450, effective October 1, 2025.",Maryland Judiciary or the Office of Administrative Hearings (implied as the entity overseeing foreclosure filings),"Homeowners facing foreclosure, mortgage lenders, mortgage originators, and legal professionals involved in foreclosure proceedings","The bill does not directly impact small businesses, as it pertains specifically to residential mortgage foreclosure filings.",1.0
2025 Regular Session,HB0798,Opioid Restitution Fund - Interactive Dashboard,"Requiring the Maryland Office of Overdose Response, in collaboration with the Maryland Department of Health, to develop and maintain an interactive dashboard on Opioid Restitution Fund spending to share prescription opioid-related settlement information with the public; requiring the dashboard to include links to the State, county, or municipal websites that provide access to additional information on the use of opioid-related settlement funds; etc.","The bill requires the Maryland Office of Overdose Response, in collaboration with the Maryland Department of Health, to develop and maintain an interactive dashboard that displays information on the use of the Opioid Restitution Fund, including payments, spending, and initiatives, to increase transparency and public access.",Maryland Office of Overdose Response in collaboration with the Maryland Department of Health,"Public, policymakers, and communities affected by opioid use and overdose in Maryland","The bill does not directly address small business failure, but it promotes transparency in opioid settlement spending, which could indirectly support community stability.",2.0
2025 Regular Session,HB0799,Economic Development - Maryland Innovation Initiative Institution Partnership Extension Program - Establishment,"Establishing the Maryland Innovation Initiative Institution Partnership Extension Program to expand opportunities for technology validation, entrepreneurial development, and industry engagement at eligible institutions; establishing eligibility criteria for project proposals to receive funding under the Program; authorizing the Governor to include an appropriation of $250,000 in the annual budget bill for fiscal years 2027 and 2028 for the Program; and altering the purpose and contents of the Maryland Innovation Initiative Fund.","The bill establishes the Maryland Innovation Initiative University Institution Partnership Extension Program to support technology validation, entrepreneurial development, and industry engagement at eligible Maryland higher education institutions, with funding and reporting requirements.","The Maryland Innovation Initiative, administered by the Maryland Department of Commerce.","Eligible public and private nonprofit higher education institutions in Maryland, industry partners, and the regional economy.","The program aims to foster entrepreneurship and industry collaboration, which could help new technology-based businesses succeed, thereby potentially reducing small business failure rates.",7.0
2025 Regular Session,HB0808,Columbia Association - Lease Requirements and Governing Documents Ho. Co. 14-25,Requiring a written lease for certain residential or commercial real property in Howard County to include information on the annual charge assessed by the Columbia Association and a description of certain rights and privileges under certain circumstances; requiring a landlord to provide a tenant with a copy of certain covenants and governing documents under certain circumstances; etc.,The bill requires landlords in Howard County to include specific information about the Columbia Association's annual charges and rights in written leases for residential and commercial properties. It also mandates landlords to provide tenants with copies of relevant covenants and governing documents.,Howard County Department of Housing and Community Development or local housing authorities.,Tenants and landlords of residential and commercial properties in Howard County subject to Columbia Association covenants.,"The bill's impact on small business failure rates is minimal, as it primarily involves lease documentation requirements rather than direct financial or operational support.",2.0
2025 Regular Session,HB0809,Out-of-Home Placement Providers - Individuals Enrolled in Higher Education and Vocational Training Programs,Authorizing an individual enrolled in an accredited institution of higher education or a residential vocational training program to return to an out-of-home placement provider with whom the individual was previously placed under certain circumstances; requiring an individual to make a request to a local department of social services at least 30 days before the scheduled break; requiring the local department to make a recommendation to the Department of Human Services not later than 21 days before the scheduled break; etc.,"The bill establishes regulations for out-of-home placement providers, including setting maximum numbers of children they can care for, with exemptions for children enrolled in higher education or vocational training programs. It allows individuals in higher education or vocational training to return to previous out-of-home placements under certain conditions, with specific procedures and timelines for requests and approvals.",Department of Human Services,"Children in out-of-home placements, especially those enrolled in higher education or vocational training programs, and their families.",The bill does not directly address small businesses or their failure rates.,1.0
2025 Regular Session,HB0813,Maryland Insurance Administration and Maryland Department of Health - Workgroup to Study Pharmacy Benefits Managers,"Requiring the Maryland Insurance Administration and the Maryland Department of Health, in consultation with the Prescription Drug Affordability Board, to convene a workgroup to study and review reimbursement for pharmacists; and requiring the workgroup to submit an interim report by December 31, 2025, and a final report on their findings and recommendations to certain committees of the General Assembly by December 31, 2026.","The bill establishes a workgroup to study pharmacy benefits managers, reimbursement levels, drug pricing transparency, and related issues in Maryland's Medicaid and insurance programs, with the goal of improving pharmacy reimbursement practices and drug pricing transparency.",Maryland Insurance Administration and Maryland Department of Health,"Pharmacies, pharmacy benefits managers, drug manufacturers, health insurance carriers, managed care organizations, and Medicaid recipients in Maryland.","The bill aims to analyze and potentially improve reimbursement and pricing practices, which could help reduce small business failures in the pharmacy sector by promoting transparency and fair reimbursement.",7.0
2025 Regular Session,HB0814,Department of Juvenile Services - Report on Youth Service Bureaus,"Requiring the Department of Juvenile Services to submit an annual report to certain committees of the General Assembly by October 1 detailing efforts by the Department to promote predelinquent programs, including youth service bureaus, efforts by the Department to collaborate with and provide technical assistance to local governments regarding the establishment of youth service bureaus, and an assessment of the programs and activities of the bureaus and any other efforts to prevent youth offenses.","The bill requires the Maryland Department of Juvenile Services to submit annual reports on youth service bureaus, including their efforts, collaboration with local governments, program assessments, and youth offense prevention activities.",Department of Juvenile Services,"Youth service bureaus, local governments, and youth at risk of offending",The bill does not directly address small business failure or include programs aimed at reducing small business failure rates.,0.0
2025 Regular Session,HB0819,Procurement - Employee Stock Ownership Plan Preference - Pilot,"Authorizing the Maryland Stadium Authority, Morgan State University, St. Mary's College of Maryland, and Baltimore City Community College to establish a certain preference program for certain procurements; authorizing the establishment of a certain evaluation factor for certain proposals by an entity that utilizes certain employee stock ownership plans; requiring contractors to provide certain information to a unit regarding the use of an employee stock ownership plan; etc.","The bill establishes a pilot program in Maryland that provides procurement preferences for entities that utilize employee stock ownership plans (ESOPs). It authorizes certain Maryland state agencies and educational institutions to establish evaluation factors favoring ESOP-utilizing bidders and contractors, and requires contractors to provide verification of their ESOP status. The program aims to promote employee ownership and participation in state procurement processes.","Maryland State agencies including the Maryland Stadium Authority, University System of Maryland, Morgan State University, St. Mary’s College of Maryland, Baltimore City Community College, and the legislative policy committees.","Small businesses and contractors utilizing employee stock ownership plans (ESOPs), as well as employees of those businesses, and the Maryland state agencies involved in procurement.","The program incentivizes businesses with employee stock ownership plans to participate in state procurement, which could support their stability and growth, potentially reducing small business failure rates.",7.0
2025 Regular Session,HB0820,Health Insurance - Utilization Review - Use of Artificial Intelligence,"Requiring that certain carriers, pharmacy benefits managers, and private review agents ensure that artificial intelligence, algorithm, or other software tools are used in a certain manner when used for conducting utilization review.","The bill requires health insurance carriers, pharmacy benefits managers, and private review agents in Maryland to ensure that artificial intelligence and other software tools used in utilization review are used properly, with specific guidelines to prevent unfair discrimination and ensure accuracy.",Maryland Department of Insurance and the Maryland Insurance Commissioner,"Health insurance carriers, pharmacy benefits managers, private review agents, and enrollees in Maryland health plans","The bill's focus on proper use of AI in utilization review aims to improve decision accuracy, which could reduce errors and disputes, potentially lowering small business failure related to insurance claims and coverage issues.",6.0
2025 Regular Session,HB0825,Maryland Small Business Retirement Savings Board - Membership - Alteration,"Adding the Comptroller, or the Comptroller's designee, as a member to the Maryland Small Business Retirement Savings Board.",The bill amends the membership of the Maryland Small Business Retirement Savings Board to include the Comptroller or their designee as a member.,Maryland Small Business Retirement Savings Board and the Maryland State Comptroller's Office,Small businesses in Maryland and their employees who are affected by retirement savings programs.,"By including the Comptroller as a member, the bill aims to improve the management and oversight of small business retirement programs, which could help reduce small business failures related to employee benefits.",6.0
2025 Regular Session,HB0826,"Office of Small, Minority, and Women Business Affairs - Repeal of Interdepartmental Advisory Committee and Establishment of the Governor's Subcabinet on Socioeconomic Procurement Participation","Repealing the Interdepartmental Advisory Committee on Small, Minority, and Women Business Affairs within the Office of Small, Minority, and Women Business Affairs; establishing the Governor's Subcabinet on Socioeconomic Procurement Participation to study and make recommendations on socioeconomic procurement in the State; requiring the Subcabinet to conduct certain meetings and report annually to the Governor on the Subcabinet's activities, progress, and recommendations.","The bill repeals the Interdepartmental Advisory Committee on Small, Minority, and Women Business Affairs and establishes the Governor’s Subcabinet on Socioeconomic Procurement Participation to study and improve socioeconomic procurement programs in Maryland.","The Governor’s Subcabinet on Socioeconomic Procurement Participation, which includes various state department secretaries and officials.","Small, minority, women, and disabled persons involved in or affected by socioeconomic procurement programs in Maryland.","The bill aims to improve socioeconomic procurement programs, which could help small businesses, minority-owned, women-owned, and veteran-owned businesses succeed in state contracting opportunities.",7.0
2025 Regular Session,HB0831,Carroll County - Prospective Employees and Volunteers - Criminal History Records Check,Repealing certain limitations on the prospective employees or volunteers of Carroll County for whom the Department of Human Resources of Carroll County may request a criminal history records check.,"The bill repeals certain restrictions on Carroll County's ability to request criminal history records checks for prospective employees or volunteers, expanding the scope of positions for which checks can be requested.",Carroll County Department of Human Resources,"Prospective employees and volunteers of Carroll County, and the residents who are served by county programs and services.","The bill does not directly address small business failure rates, but by streamlining background checks, it could potentially facilitate hiring processes.",3.0
2025 Regular Session,HB0833,Carroll County - Public Facilities Bond,"Authorizing and empowering the County Commissioners of Carroll County to borrow not more than $36,900,000 in order to finance the construction, improvement, or development of certain public facilities in Carroll County and to effect such borrowing by the issuance and sale at public or private sale of its general obligation bonds; etc.

","The bill authorizes Carroll County to issue up to $36.9 million in bonds to finance public facilities, water and sewer projects, and volunteer fire department facilities, including the ability to issue refunding bonds and installment purchase obligations for land easements.",Carroll County Commissioners and the County government of Carroll County,"Residents of Carroll County, volunteer fire departments, and users of public facilities and infrastructure in Carroll County",The bill does not directly address small business failure; it primarily focuses on public infrastructure and facilities financing.,1.0
2025 Regular Session,HB0835,Charles County - Alcoholic Beverages - Baseball Stadium License - Alterations,"Altering the areas in which beer, wine, and liquor may be sold and consumed under a Class B-Stadium (baseball stadium) beer, wine, and liquor license in Charles County to exclude any parking areas; and altering the types of containers in which beer, wine, and liquor may be served.","The bill modifies the regulations for the Class B–Stadium (baseball stadium) alcohol license in Charles County, including changes to where alcohol can be sold and consumed, the types of containers used, and the hours of sale.",Charles County Board of License Commissioners,"Baseball stadium patrons, local residents, and businesses in Charles County","The bill's provisions could help small businesses operating stadium concessions by clarifying licensing and sale regulations, potentially reducing legal and operational uncertainties.",6.0
2025 Regular Session,HB0838,Health Occupations - Licensed Direct-Entry Midwives - Revisions,Altering the scope of practice of licensed direct-entry midwives; providing that the practice of direct-entry midwifery is independent and not does not require oversight by another health care practitioner; repealing the requirement that licensed direct-entry midwives report certain information to the Direct-Entry Midwifery Advisory Committee; altering the disciplinary actions that may be taken against a licensed direct-entry midwife or an applicant for a license; etc.,"The bill revises the scope of practice for licensed direct-entry midwives in Maryland, making their practice independent without needing oversight from other healthcare practitioners, and updates reporting and disciplinary procedures.",Maryland State Board of Nursing and the Direct–Entry Midwifery Advisory Committee,"Individuals receiving midwifery care, including pregnant women and newborns in Maryland","The bill's changes to licensing and practice regulations for midwives could reduce barriers to entry and operation, potentially lowering small business failure rates in the midwifery sector.",7.0
2025 Regular Session,HB0839,Election Law - Provisional Ballots - Nonpartisan Board of Education Contests,Providing that a voter is qualified to vote a provisional ballot if the provisional ballot was cast because the voter claimed a different political party affiliation from the political party affiliation on record for the voter and the voter made a selection in a nonpartisan board of education contest; and requiring a local board of canvassers to count only the votes cast in a nonpartisan board of education contest for those provisional ballots.,"The bill modifies Maryland election law to specify that a provisional ballot cast by a voter who claims a different political party affiliation than on record, but who makes a selection in a nonpartisan board of education contest, should be counted only for the nonpartisan contest.",Maryland State Board of Elections,"Voters participating in elections, especially those involved in nonpartisan board of education contests and voters with changing political affiliations.",The bill does not directly impact small business failure rates; it pertains to election procedures.,1.0
2025 Regular Session,HB0840,Public Senior Higher Education Institutions - Pregnant and Parenting Students - Plan Requirements (Pregnant and Parenting Student Support Act),"Requiring certain public senior higher education institutions to adopt a plan regarding pregnant and parenting students to include referral to on-campus or off-campus services to assist regarding the availability of or eligibility for certain government assistance programs and any other programs, scholarships, or subsidies that may be available for pregnant and parenting students; and requiring each public senior higher education institution to post the plan on the institution's website on or before August 1, 2026.","The bill requires public senior higher education institutions in Maryland to adopt and post a plan to support pregnant and parenting students, including providing information on government assistance programs, resources for adoption, accommodations, and healthcare referrals.",Public senior higher education institutions in Maryland,Pregnant and parenting students enrolled in Maryland's public senior higher education institutions,The bill does not directly address small business failure rates.,1.0
2025 Regular Session,HB0841,Gaming - Charles County Gaming Permit Review Board - Repeal,Repealing the Charles County Gaming Permit Review Board; and transferring certain powers and duties concerning gaming activities in Charles County from the board to the County Attorney for Charles County.,"The bill repeals the Charles County Gaming Permit Review Board and transfers its powers and duties concerning gaming activities in Charles County to the County Attorney, streamlining the regulation and oversight of gaming permits in the county.",Charles County Attorney's Office,"Fundraising organizations, gaming permit applicants, residents of Charles County, and local government officials involved in gaming regulation.","The bill simplifies the gaming permit process and consolidates regulatory authority, which could reduce administrative burdens and uncertainty for small fundraising organizations involved in gaming activities.",7.0
2025 Regular Session,HB0844,Somerset County - Salaries of Local Officials - Increase,"Increasing the salaries of the Sheriff of Somerset County, the County Commissioners of Somerset County, the President of the County Commissioners of Somerset County, a member of the County Roads Board of Somerset County, and the President of the County Roads Board of Somerset County.","The bill increases the salaries of certain public officials in Somerset County, including the Sheriff, County Commissioners, and members of the County Roads Board, effective at the beginning of their next term after October 1, 2025.",Somerset County government and its relevant departments responsible for public officials' salaries.,"Public officials in Somerset County, including the Sheriff, County Commissioners, and County Roads Board members, and the residents of Somerset County.",The bill does not directly impact small businesses or their failure rates.,1.0
2025 Regular Session,HB0848,"Health Insurance - Adverse Decisions - Notices, Reporting, and Examinations",Requiring that certain adverse decision and grievance decision notices include certain information in a certain manner; requiring that the information regarding criteria and standards for utilization review that a private review agent is required to post on its website or the carrier's website be posted on the member's and provider's pages of the websites; requiring that certain information submitted to the Maryland Insurance Commissioner be aggregated by zip code; etc.,"The bill mandates improvements in the notification process for adverse decisions and grievances related to health insurance, including detailed information requirements, posting criteria on websites, and enhanced communication channels for members and providers.",Maryland Insurance Commissioner and private review agents,"Health insurance members, healthcare providers, and insurance carriers in Maryland","The bill's provisions aim to improve transparency and communication in health insurance decisions, which could help reduce small business failures related to insurance disputes.",7.0
