BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
SB0500,CH0222,HB0600,"Senator Washington, M.","[{'Name': 'Senator Washington, M.'}]",Altering the qualifications for an award from the Child Care Career and Professional Development Fund to include a service obligation to work in an approved child care setting for at least 20 hours per week; requiring the Office of Child Care to prioritize grant awards to certain applicants; requiring award recipients who do not perform the service obligation to repay certain award funding except under certain circumstances; and applying the Act prospectively.,Education - Child Care Career and Professional Development Fund - Alterations,Approved by the Governor - Chapter 222,"Education, Energy, and the Environment",,Ways and Means,,2024-01-24,2024-02-14T13:00:00,,2024-02-26,Favorable,2024-02-17,Passed,2024-02-19,Passed,2024-02-26,2024-03-20T13:30:00,,2024-04-06,Favorable,2024-03-26,Passed,2024-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'f5', 'Name': 'Education - Miscellaneous'}, {'Code': 'f2', 'Name': 'Higher Education'}]","[{'Code': 'childca', 'Name': 'Child Care'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'language', 'Name': 'Language -see also- Communications; Literacy'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'waivers', 'Name': 'Waivers'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Regular,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '9.5-905'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0524,CH0441,,"Senator Washington, M.","[{'Name': 'Senator Washington, M.'}]",Altering certain terminology that refers to chairs and vice chairs of committees of the General Assembly to be gender-neutral.,General Assembly - Committee Chairs and Vice Chairs - Gender-Neutral Language,Approved by the Governor - Chapter 441,"Education, Energy, and the Environment",,Rules and Executive Nominations,,2024-01-24,2024-02-08T13:00:00,,2024-02-26,Favorable,2024-02-18,Passed,2024-02-20,Passed,2024-02-26,2024-04-02T12:30:00,,2024-04-03,Favorable,2024-03-20,Passed,2024-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'p5', 'Name': 'State Government - General Assembly'}, {'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'gender', 'Name': 'Gender -see also- Women'}, {'Code': 'generaa', 'Name': 'General Assembly -see also- AELR Cmte; LegislativePolCmte'}]",Regular,T,"[{'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '2-1003'}, {'Section': '2-10A-01'}, {'Section': '2-10A-06'}, {'Section': '2-1224'}, {'Section': '2-1258'}, {'Section': '2-1505'}, {'Section': '2-1605'}, {'Section': '2-1609'}, {'Section': '2-403'}, {'Section': '2-404'}, {'Section': '2-405'}, {'Section': '2-406'}, {'Section': '2-504'}, {'Section': '2-604'}, {'Section': '2-704'}, {'Section': '2-804'}, {'Section': '2-805'}, {'Section': '2-904'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0530,CH0687,HB1510,Cecil County Senators,[{'Name': 'Cecil County Senators'}],Altering the date by which Cecil County is required to file a certain financial report with the Department of Legislative Services.,Cecil County – Annual Financial Report – Filing Date,Approved by the Governor - Chapter 687,Budget and Taxation,,Appropriations,,2024-01-24,2024-01-31T13:00:00,,2024-02-08,Favorable,2024-02-06,Passed,2024-02-08,Passed,2024-02-14,2024-03-27T13:30:00,,2024-04-04,Favorable,2024-03-23,Passed,2024-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'cecilc', 'Name': 'Cecil County'}, {'Code': 'reports', 'Name': 'Reports'}]",Regular,T,"[{'Article': {'Code': 'glg', 'Title': 'Local Government'}, 'Sections': [{'Section': '16-304'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0539,CH0456,HB0701,Senator Gile,"[{'Name': 'Senator Gile'}, {'Name': 'Senator Feldman'}, {'Name': 'Senator Beidle'}, {'Name': 'Senator Ellis'}]","Requiring the listing for a ticket and each step of a transaction to purchase a ticket to disclose certain information, including the total price of the ticket; repealing the exceptions to the prohibition against a reseller selling or offering to sell speculative tickets; prohibiting a secondary ticket exchange from providing a marketplace for the resale of a ticket that violates the Act; and requiring a ticket issuer, secondary ticket exchange, or reseller to provide a refund under certain conditions.",Commercial Law – Consumer Protection – Sale and Resale of Tickets,Approved by the Governor - Chapter 456,Finance,,Economic Matters,,2024-01-24,2024-02-14T13:00:00,,2024-03-13,Favorable with Amendments,2024-02-29,Passed with Amendments,2024-03-03,Passed,2024-03-07,2024-03-28T13:00:00,,2024-04-03,Favorable with Amendments,2024-03-27,Passed,2024-03-27,Passed,Returned Passed,True,False,False,"[{'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}]","[{'Code': 'agentsb', 'Name': 'Agents and Brokers'}, {'Code': 'artmca', 'Name': 'Art, Music, and Cultural Affairs -see also- EthAff; Mus; etc'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForTrade; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'electrc', 'Name': 'Electronic Commerce -see also- Electronic Funds Transfer'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'shipping', 'Name': 'Shipping -see also- Delivery Services'}, {'Code': 'speciaevent', 'Name': 'Special Events'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'theaters', 'Name': 'Theaters'}]",Regular,T,"[{'Article': {'Code': 'gcl', 'Title': 'Commercial Law'}, 'Sections': [{'Section': '13-310.1'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0542,CH0359,,Senator Brooks,[{'Name': 'Senator Brooks'}],Requiring items to be included in a brokerage agreement between a real estate broker and a seller or lessor or a buyer or lessee.,Real Estate Brokers - Brokerage Agreements - Requirements,Approved by the Governor - Chapter 359,"Education, Energy, and the Environment",,Economic Matters,,2024-01-25,2024-02-08T13:00:00,,2024-02-19,Favorable,2024-02-13,Passed,2024-02-17,Passed,2024-02-24,2024-03-27T13:00:00,,2024-04-01,Favorable,2024-03-17,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'c3', 'Name': 'Business Occupations and Professions'}]","[{'Code': 'agentsb', 'Name': 'Agents and Brokers'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'reale', 'Name': 'Real Estate -see also- Agents and Brokers'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}]",Regular,T,"[{'Article': {'Code': 'gbo', 'Title': 'Business Occupations and Professions'}, 'Sections': [{'Section': '17-534'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0556,CH0654,,Senator Salling,[{'Name': 'Senator Salling'}],Altering the circumstances under which the Secretaries of Budget and Management and General Services may request the Board of Public Works to authorize a certain expenditure from the Construction Contingency Fund to include consideration of price adjustments for material price fluctuations of identified eligible project-specific materials.,Procurement – Construction Contingency Fund,Approved by the Governor - Chapter 654,Budget and Taxation,,Appropriations,,2024-01-25,2024-02-07T14:00:00,,2024-03-08,Favorable with Amendments,2024-02-26,Passed with Amendments,2024-03-01,Passed,2024-03-05,2024-03-27T13:30:00,,2024-04-04,Favorable,2024-03-23,Passed,2024-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'p2', 'Name': 'State Government - Procurement'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgetmd', 'Name': 'Budget and Management, Department of'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'contractors', 'Name': 'Contractors -see also- Construct; Electricians; etc.'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'publicwb', 'Name': 'Public Works, Board of'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}]",Regular,T,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '3-609'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0564,CH0330,HB0859,Senator Watson,"[{'Name': 'Senator Watson'}, {'Name': 'Senator Brooks'}, {'Name': 'Senator Carozza'}, {'Name': 'Senator Simonaire'}]","Repealing certain processes regarding the expiration of certain licenses for real estate brokers, associate real estate brokers, and real estate salespersons; requiring that certain licenses expire on a staggered basis; modifying and setting certain time frames for certain processes regarding the expiration of certain licenses; authorizing the State Real Estate Commission to set a certain fee under certain circumstances; altering certain regulatory requirements for conducting certain continuing education courses; etc.",Real Estate Brokers - Licensing - License Renewals and Continuing Education,Approved by the Governor - Chapter 330,"Education, Energy, and the Environment",,Economic Matters,,2024-01-25,2024-02-15T13:00:00,,2024-02-26,Favorable with Amendments,2024-02-17,Passed with Amendments,2024-02-19,Passed,2024-02-26,,,2024-04-01,Favorable,2024-03-17,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'c3', 'Name': 'Business Occupations and Professions'}]","[{'Code': 'agentsb', 'Name': 'Agents and Brokers'}, {'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'continedu', 'Name': 'Continuing Education -see also- Job Training'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'licenses', 'Name': 'Licenses -see also- AB Lic; Certifications; DrLic; Permits'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'reale', 'Name': 'Real Estate -see also- Agents and Brokers'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'virtuae', 'Name': 'Virtual Environments'}]",Regular,T,"[{'Article': {'Code': 'gbo', 'Title': 'Business Occupations and Professions'}, 'Sections': [{'Section': '17-314'}, {'Section': '17-315'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0579,CH0191,HB0696,Senator Guzzone,[{'Name': 'Senator Guzzone'}],"Requiring the State Department of Education, on or before December 1, 2024, to report to the General Assembly on a cost estimate for providing free breakfast and lunch to all students in public schools in the State; and requiring the Department, as part of its report, to compile research completed in other states that have established universal meal programs and prepare a summary of any findings presented in those reports.",Primary and Secondary Education - Breakfast and Lunch Programs - Universal Expansion Report,Approved by the Governor - Chapter 191,Budget and Taxation,"Education, Energy, and the Environment",Ways and Means,,2024-01-25,2024-02-14T13:00:00,,2024-03-15,Favorable with Amendments,2024-03-02,Passed with Amendments,2024-03-04,Passed,2024-03-12,2024-03-27T13:30:00,,2024-04-04,Favorable with Amendments,2024-03-23,Passed with Amendments,2024-03-24,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'educatsb', 'Name': 'Education, State Board of'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, & Seafood; Milk; etc.'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'primars', 'Name': 'Primary Schools -see also- Private Schools; Public Schools'}, {'Code': 'publicb', 'Name': 'Public Benefits -see also- FoodStmps; Housing; MedAsst'}, {'Code': 'reimbur', 'Name': 'Reimbursement Rates'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'seconds', 'Name': 'Secondary Schools -see also- Private Schools; Public Sch'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,E,,2024 Regular Session,2024-11-13T09:05:06.703
SB0580,CH0791,,Senator Guzzone,"[{'Name': 'Senator Guzzone'}, {'Name': 'Senator Bailey'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Corderman'}, {'Name': 'Senator Elfreth'}, {'Name': 'Senator Hettleman'}, {'Name': 'Senator Jackson'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator King'}, {'Name': 'Senator McCray'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Zucker'}]",Providing that the sales and use tax does not apply to a sale by a nonprofit organization that maintains a memorial on property that is owned by the State if the proceeds of the sale are used to maintain a memorial on property that is owned by the State.,Sales and Use Tax - Nonprofit Organizations Maintaining Memorials - Exemption,Approved by the Governor - Chapter 791,Budget and Taxation,,Ways and Means,,2024-01-25,2024-02-07T14:00:00,,2024-02-14,Favorable with Amendments,2024-02-10,Passed with Amendments,2024-02-12,Passed,2024-02-21,2024-03-21T13:00:00,,2024-04-01,Favorable,2024-03-17,Passed,2024-03-21,Passed,Returned Passed,True,False,False,"[{'Code': 'q4', 'Name': 'Taxes - Sales and Use'}]","[{'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'monumem', 'Name': 'Monuments and Memorials'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'salesut', 'Name': 'Sales and Use Tax'}]",Regular,T,"[{'Article': {'Code': 'gtg', 'Title': 'Tax - General'}, 'Sections': [{'Section': '11-204'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0581,CH0192,HB0643,Senator Guzzone,[{'Name': 'Senator Guzzone'}],Altering the State and local cost-share formula for the Public School Construction Program for the Maryland School for the Blind to set the State share at 100%.,Public School Construction Program - Maryland School for the Blind - State and Local Cost-Share,Approved by the Governor - Chapter 192,Budget and Taxation,,Appropriations,,2024-01-25,2024-02-07T14:00:00,,2024-02-14,Favorable,2024-02-10,Passed,2024-02-12,Passed,2024-02-21,2024-03-26T13:00:00,,2024-04-05,Favorable with Amendments,2024-03-24,Passed with Amendments,2024-03-28,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}, {'Code': 'f5', 'Name': 'Education - Miscellaneous'}]","[{'Code': 'blindp', 'Name': 'Blind Persons'}, {'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'intergc', 'Name': 'Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'statea', 'Name': 'State Aid -see also- Public Benefits'}]",Regular,E,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '5-303'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0587,CH0632,,Senator McCray,[{'Name': 'Senator McCray'}],"Requiring certain reporting relating to minority business participation in State procurement by industry type to include real property title insurance services, including commercial real property title insurance services; and prohibiting the Special Secretary for the Governor's Office of Small, Minority, and Women Business Affairs from waiving a certain reporting requirement related to real property title insurance services.",Procurement - Minority Business Participation - Real Property Title Insurance Services Reporting,Approved by the Governor - Chapter 632,Budget and Taxation,,Appropriations,,2024-01-25,2024-02-07T14:00:00,,2024-02-14,Favorable with Amendments,2024-02-10,Passed with Amendments,2024-02-12,Passed,2024-02-21,2024-03-27T13:30:00,,2024-04-08,Favorable,2024-03-27,Passed,2024-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'p2', 'Name': 'State Government - Procurement'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForTrade; etc.'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}, {'Code': 'minorities', 'Name': 'Minorities'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'titles', 'Name': 'Titles -see also- Deeds'}]",Regular,T,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '14-301'}, {'Section': '14-305'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0615,CH0805,,Senator Simonaire,"[{'Name': 'Senator Simonaire'}, {'Name': 'Senator Ready'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator Lam'}, {'Name': 'Senator Hershey'}, {'Name': 'Senator Hester'}, {'Name': 'Senator Gallion'}, {'Name': 'Senator Folden'}, {'Name': 'Senator Augustine'}, {'Name': 'Senator McKay'}, {'Name': 'Senator Jackson'}, {'Name': 'Senator Lewis Young'}, {'Name': 'Senator Brooks'}, {'Name': 'Senator Carozza'}, {'Name': 'Senator Washington, M.'}]",Requiring the Governor to annually proclaim September 30 as Maryland Veterans Suicide Prevention Day.,General Provisions - Commemorative Days - Maryland Veterans Suicide Prevention Day,Approved by the Governor - Chapter 805,"Education, Energy, and the Environment",,Health and Government Operations,,2024-01-26,2024-03-08T09:00:00,,2024-03-15,Favorable with Amendments,2024-03-03,Passed with Amendments,2024-03-04,Passed,2024-03-12,2024-04-02T13:30:00,,2024-04-03,Favorable,2024-03-20,Passed,2024-03-22,Passed,Returned Passed,True,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'awareno', 'Name': 'Awareness and Outreach'}, {'Code': 'death', 'Name': 'Death -see also- Homicide; Murder; Wrongful Death'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'holidasd', 'Name': 'Holidays and Special Dates'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; DevDisPer; etc.'}, {'Code': 'veterans', 'Name': 'Veterans'}]",Regular,T,"[{'Article': {'Code': 'ggp', 'Title': 'General Provisions'}, 'Sections': [{'Section': '7-416'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0633,CH0629,,Senator Klausmeier,[{'Name': 'Senator Klausmeier'}],"Authorizing an operator or a manager of a self-service storage facility to advertise in a newspaper, by electronic mail, or on a website the sale of the personal property in a self-service storage unit to satisfy a certain lien without the occupant's prior written authorization in the storage agreement; and altering a certain statement that must be contained in a self-service storage facility rental agreement.",Maryland Self-Service Storage Act - Sale of Personal Property in Satisfaction of Liens - Means of Advertising,Approved by the Governor - Chapter 629,Finance,,Economic Matters,,2024-01-29,2024-02-21T13:00:00,,2024-02-26,Favorable with Amendments,2024-02-17,Passed with Amendments,2024-02-19,Passed,2024-02-26,,,2024-04-01,Favorable,2024-03-17,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'i4', 'Name': 'Commercial Law - Generally'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'electrcom', 'Name': 'Electronic Communication'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'liens', 'Name': 'Liens'}, {'Code': 'personp', 'Name': 'Personal Property'}, {'Code': 'storage', 'Name': 'Storage'}]",Regular,T,"[{'Article': {'Code': 'gcl', 'Title': 'Commercial Law'}, 'Sections': [{'Section': '18-503'}, {'Section': '18-504'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0643,CH0204,,Senator Carter,"[{'Name': 'Senator Carter'}, {'Name': 'Baltimore City Administration'}]",Altering a requirement that a custodian deny inspection of certain surveillance images of illegal dumping in Baltimore City to allow inspection by employees or agents of the Baltimore City Department of Housing and Community Development; and authorizing the Baltimore City Department of Housing and Community Development to publicly disseminate a surveillance image as part of an investigation.,Public Information Act - Surveillance Images - Illegal Dumping in Baltimore City,Approved by the Governor - Chapter 204,Judicial Proceedings,,Health and Government Operations,,2024-01-29,2024-02-16T10:00:00,,2024-03-11,Favorable with Amendments,2024-02-27,Passed with Amendments,2024-02-29,Passed,2024-03-05,2024-03-26T13:30:00,,2024-04-01,Favorable with Amendments,2024-03-17,Passed with Amendments,2024-03-21,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'electrs', 'Name': 'Electronic Surveillance -see also- Wiretapping'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'photography', 'Name': 'Photography'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'refused', 'Name': 'Refuse Disposal -see also- Recycling'}]",Regular,E,"[{'Article': {'Code': 'ggp', 'Title': 'General Provisions'}, 'Sections': [{'Section': '4-322'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0652,CH0736,,Senator McCray,[{'Name': 'Senator McCray'}],"Requiring the Department of Juvenile Services to report to the Commission on Juvenile Justice Reform and Emerging and Best Practices and the General Assembly, on or before December 1, 2024, and each December 1 thereafter, certain information regarding shootings of and by juveniles under the supervision of the Department and the actions the Department took after the shooting incidents, including the timeline of the actions.",Department of Juvenile Services – Report on Shootings (Department of Juvenile Services Transparency Act of 2024),Approved by the Governor - Chapter 736,Judicial Proceedings,,Judiciary,,2024-01-29,2024-02-22T13:00:00,,2024-03-11,Favorable with Amendments,2024-02-27,Passed with Amendments,2024-03-01,Passed,2024-03-05,2024-03-26T13:00:00,,2024-04-08,Favorable,2024-03-28,Passed,2024-03-30,Passed,Returned Passed,True,False,False,"[{'Code': 'e3', 'Name': 'Juvenile Law'}]","[{'Code': 'age', 'Name': 'Age -see also- Age of Maj; Elderly Pers; Minors; Youth'}, {'Code': 'guns', 'Name': 'Guns'}, {'Code': 'homicide', 'Name': 'Homicide -see also- Manslaughter; Murder'}, {'Code': 'injury', 'Name': 'Injury'}, {'Code': 'juvenisd', 'Name': 'Juvenile Services, Department of'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'victims', 'Name': 'Victims -see also- Criminal Injuries Compensation'}]",Regular,T,"[{'Article': {'Code': 'ghu', 'Title': 'Human Services'}, 'Sections': [{'Section': '9-247'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0659,CH0538,,Senator Augustine,[{'Name': 'Senator Augustine'}],Requiring the Prince George's Gateway Development Authority to meet at least four times per year; and requiring staff of the Prince George's County Redevelopment Authority to provide support for the Prince George's Gateway Development Authority in consultation with the Department of Housing and Community Development.,Prince George's Gateway Development Authority - Modifications,Approved by the Governor - Chapter 538,"Education, Energy, and the Environment",,Environment and Transportation,,2024-01-29,2024-02-29T13:00:00,,2024-03-11,Favorable with Amendments,2024-02-26,Passed with Amendments,2024-03-01,Passed,2024-03-05,2024-04-02T14:00:00,,2024-04-05,Favorable,2024-03-24,Passed,2024-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'c8', 'Name': 'Economic Development'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies'}, {'Code': 'commund', 'Name': 'Community Development'}, {'Code': 'housincdd', 'Name': 'Housing and Community Development, Department of'}, {'Code': 'meetings', 'Name': 'Meetings -see also- Hearings; Open Government'}, {'Code': 'princegc', 'Name': ""Prince George's County""}]",Regular,T,"[{'Article': {'Code': 'gec', 'Title': 'Economic Development'}, 'Sections': [{'Section': '12-902'}, {'Section': '12-903'}, {'Section': '12-904'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
SB0665,CH0343,HB1496,Senator Charles,[{'Name': 'Senator Charles'}],Reducing the percentage of unit owners listed on the current roster of a condominium needed to consent to an amendment of a condominium's declaration if none of the units of the condominium are owned by a developer of the condominium from 80% to 66 2/3%.,Maryland Condominium Act - Amendments to the Declaration,Approved by the Governor - Chapter 343,Judicial Proceedings,,Environment and Transportation,,2024-01-29,2024-02-16T10:00:00,,2024-03-15,Favorable,2024-03-02,Passed,2024-03-04,Passed,2024-03-12,2024-04-02T14:00:00,,2024-04-03,Favorable,2024-03-20,Passed,2024-03-22,Passed,Returned Passed,True,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'condominiums', 'Name': 'Condominiums'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'homeowa', 'Name': 'Homeowners Associations'}, {'Code': 'residep', 'Name': 'Residential Property -see also- Apartments; Condominiums'}]",Regular,T,"[{'Article': {'Code': 'grp', 'Title': 'Real Property'}, 'Sections': [{'Section': '11-103'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
