YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2024 Regular Session,HB0786,Health Occupations – Limited License to Practice Dentistry – Services for Adults,Authorizing the State Board of Dental Examiners to waive certain education requirements for certain applicants for a limited license to practice dentistry who provide dental services for adults.,"The bill allows the Maryland State Board of Dental Examiners to waive certain educational requirements for applicants for a limited license to practice dentistry, specifically for those providing dental services to adults in public health settings, thus enabling more dental professionals to serve underserved populations.",True,2024,0,0.0,Maryland State Board of Dental Examiners,"Adults receiving dental services in public health settings, underserved populations, dental applicants fitting the program criteria","The bill employs a flexible licensing pathway by waiving educational requirements for certain applicants, a relatively innovative approach to expanding access to dental care through targeted licensing adjustments.",3,"The program has potential to reduce child poverty indirectly by improving access to dental care for underserved populations, but does not directly target child poverty.",2
2024 Regular Session,HB0787,Allegany County - Allegany Regional Recreational Economic Development Authority - Established,"Establishing the Allegany Regional Recreational Economic Development Authority in Allegany County to support the development and construction of regional recreation facilities to benefit residents and the economic development of Allegany County, including athletic fields, indoor athletic facilities, and other facilities for recreational tourism; and requiring the Authority to annually report its activities to the Governor and certain committees of the General Assembly beginning October 31, 2025.","This bill establishes the Allegany Regional Recreational Economic Development Authority in Allegany County to support the development and construction of regional recreation facilities, such as athletic fields and indoor facilities, to benefit residents and promote economic development.",True,2024,2029,0.0,Allegany Regional Recreational Economic Development Authority,"Residents of Allegany County, local governments, and businesses in Allegany County","The bill creates a dedicated regional authority focused on developing recreational infrastructure through collaborative management and reporting, which is a new approach to local economic development.",3,"The program may have a moderate impact on child poverty by improving recreational facilities and potentially encouraging community development, which can benefit children and families.",2
2024 Regular Session,HB0796,Carroll County - Public Facilities Bond,"Authorizing and empowering the County Commissioners of Carroll County to borrow not more than $29,800,000 in order to finance the construction, improvement, or development of certain public facilities in Carroll County, and to effect such borrowing by the issuance and sale at public or private sale of its general obligation bonds; etc.
","The bill authorizes Carroll County to issue up to $29.8 million in bonds to finance public facilities, water and sewer projects, and fire department facilities, including providing loans to volunteer fire departments for emergency-related equipment and facilities.",True,2024,2034,29800000.0,Carroll County government (County Commissioners of Carroll County),"Residents of Carroll County, including public facilities users and volunteer fire departments","The program employs traditional bond financing methods for infrastructure and emergency facilities, which is standard practice; it does not involve new technologies or innovative approaches.",1,"The program could potentially improve public safety and infrastructure, indirectly benefiting children by enhancing community resilience and services.",2
2024 Regular Session,HB0801,Criminal Procedure - Committed Persons - Release Proceedings,Providing that certain provisions of the Maryland Rules relating to discovery in civil matters apply in a certain administrative proceeding; requiring a court that receives a certain report to promptly notify counsel of record for the committed person; requiring the Maryland Department of Health to notify the court and certain persons if the Department receives a certain report; requiring a court to hold a hearing on request by any party after a certain application is made; etc.,"This bill amends the procedures for release, conditional release, and reapplication for release of committed persons in Maryland, including notification processes and rules for hearings and evidence.",False,2024,0,0.0,Maryland Department of Health,Committed persons undergoing release proceedings and the entities involved in their care and legal proceedings,"The bill refines existing legal procedures with specific notification and evidence rules, but does not introduce new technologies or fundamentally new approaches.",2,"The bill's provisions primarily focus on legal procedures for mental health commitments and releases, with no direct or immediate impact on child poverty.",1
2024 Regular Session,HB0805,Cannabis - Licensee Locations - Restrictions,"Altering the distance restrictions from 2000 feet to one-half mile applicable to a licensed cannabis dispensary; prohibiting a political subdivision from establishing certain zoning requirements that are more restrictive than certain zoning requirements that existed on June 30, 2023; authorizing at least 10 individuals who are residents, commercial tenants who are not holders of or applicants for a license, or real estate owners, and are located within 1,000 of the licensed premises to file a protest against a license; etc.","This bill modifies zoning restrictions and program procedures for licensed cannabis dispensaries and growers in Maryland, including distance requirements, protest procedures for license renewal, and certain zoning limitations for dispensaries and outdoor cultivation.",False,2024,2024,0.0,Maryland Cannabis Administration,"Cannabis licensees, cannabis consumers, local residents near dispensaries and cultivation sites","The bill introduces a structured protest process for license renewals and updates zoning and distance restrictions, but does not employ new technological approaches.",2,"The bill has limited direct impact on child poverty, focusing mainly on zoning, licensing, and regulatory procedures.",1
2024 Regular Session,HB0806,Physician Assistants - Revisions (Physician Assistant Modernization Act of 2024),"Requiring that a physician assistant have a collaboration agreement, rather than a delegation agreement, in order to practice as a physician assistant; altering the scope of practice of a physician assistant; altering the education required for licensure as a physician assistant; authorizing physician assistants who are employees of the federal government to perform acts, tasks, or functions during a certain disaster; and requiring the State Board to review and update the list of duties for physician assistants.","The bill revises regulations for physician assistants in Maryland, including replacing delegation agreements with collaboration agreements, updating scope of practice, and establishing new oversight and prescribing rules.",True,2024,2034,0.0,State Board of Physicians,Physician assistants and healthcare providers in Maryland,"The bill introduces a collaboration-based model for physician assistants, replacing traditional delegation, and expands their roles, including prescribing authority, which is a significant modernization in healthcare regulation.",4,"The bill potentially improves healthcare access and quality, which can help reduce child poverty through better health services.",3
2024 Regular Session,HB0807,Natural Resources – Submerged Aquatic Vegetation Surveys,"Altering the definition of ""aerial survey"" for purposes of surveying submerged aquatic vegetation to include other surveys that encompass certain geographic areas and use certain methodologies; and requiring the Department of Natural Resources to study and report to the General Assembly on the implications and feasibility of using alternative methods other than an aerial survey to delineate SAV protection zones on or before December 1, 2025.","The bill modifies the definition of aerial surveys for mapping submerged aquatic vegetation (SAV), authorizes the Department of Natural Resources to explore alternative methods for delineating SAV protection zones, and requires a study and report on the feasibility of these alternative methods, including their implications and frequency of use.",True,2024,2025,0.0,Department of Natural Resources,"Environmental agencies, aquatic vegetation conservation efforts, Maryland residents, fishing and boating communities","The bill encourages the exploration and potential adoption of new methods or technologies beyond aerial surveys for mapping aquatic vegetation, which represents a more progressive approach to environmental management and conservation.",3,"The bill has a limited direct impact on child poverty, primarily focused on environmental management.",1
2024 Regular Session,HB0808,Alcoholic Beverages – Retail Delivery – Local Delivery Service Permit,"Establishing a local delivery service permit that authorizes the holder to deliver alcoholic beverages from a retail license holder that is authorized to deliver alcoholic beverages to purchasers in a certain jurisdiction under certain circumstances; authorizing retail license holders to deliver alcoholic beverages to purchasers in a certain jurisdiction through a third-party contractor, an independent contractor, or an agent that holds a certain delivery service permit under certain circumstances; etc.","The bill establishes a new local delivery service permit allowing retail license holders to deliver alcoholic beverages through third-party contractors in Maryland, with regulations on eligibility, licensing, hours, and enforcement.",True,2024,2024,1000.0,Maryland Local Licensing Boards and Alcoholic Beverages Authority,"Retail alcohol license holders, delivery service operators, adult consumers of alcohol in Maryland","The bill introduces a formal permit system for third-party delivery of alcohol, incorporating regulation and oversight for such services, which is a relatively new approach to alcohol retail.",3,The program has limited direct impact on child poverty as it primarily regulates alcohol delivery services for adults.,1
2024 Regular Session,HB0809,"Members of Boards, Committees, Commissions, Task Forces, or Workgroups – Removal or Suspension","Providing that a member of a board, committee, commission, task force, or workgroup created by State law may be removed or suspended for misconduct, incompetence, neglect of duties, or other good cause by the individual or entity that appointed the member under certain circumstances; authorizing the removal or suspension of an appointed member only after consultation with the chair of the board, committee, commission, task force, or workgroup and the member has been given an opportunity to be heard regarding the removal or suspension; etc.","This bill establishes procedures for the removal or suspension of members of boards, committees, commissions, task forces, or workgroups created by Maryland state law, including requirements for notice, hearing, and consultation.",False,2024,0,0.0,"Maryland State government agencies responsible for appointing members to boards, committees, etc.","Members of state-created boards, committees, commissions, task forces, or workgroups, and their appointing entities.","The bill introduces a structured, due process approach to member removal or suspension, emphasizing fairness and procedural safeguards.",2,The bill does not directly address child poverty but improves governance procedures.,1
2024 Regular Session,HB0810,Criminal Law - Rapid-Fire Activator - Switch/Auto-Sear,"Altering the term ""rapid fire trigger activator"" to be ""rapid fire activator""; adding ""switch/auto-sear"" to the definition of ""rapid fire activator"" for purposes of certain prohibitions on rapid fire activators; and prohibiting a person from transporting a rapid fire activator into the State or manufacturing, possessing, selling, offering for sale, transferring, purchasing, or receiving a rapid fire activator with a certain exception.","This bill criminalizes the possession, sale, transfer, or manufacture of switch/auto-sears and rapid fire activators, and establishes penalties for offenses involving certain assault weapons and devices that increase firing rate. It also details regulated firearms and related devices.",False,2024,2024,0.0,Maryland State Police and law enforcement agencies,"Individuals and entities involved in firearm ownership, sales, and transfer within Maryland, including gun owners and dealers.","The bill primarily updates and enforces existing firearm laws, incorporating definitions and restrictions on new types of devices, without employing new technologies or approaches.",1,The bill primarily addresses firearm restrictions and does not directly impact child poverty.,1
2024 Regular Session,HB0811,Higher Education - Financial Well-Being Pilot Program - Establishment,"Establishing the Financial Well-Being Pilot Program at the University of Maryland, College Park Campus and Morgan State University to provide comprehensive financial guidance and coaching to help students who may benefit from financial coaching services; requiring by August 1, 2024, each participating institution to hire one full-time financial well-being coach; requiring each financial well-being coach to create a document with best practices and guidance for other institutions to use to create a financial well-being program; etc.","This bill establishes a Financial Well-Being Pilot Program at the University of Maryland, College Park Campus and Morgan State University to provide financial guidance, support, and coaching to students who face personal financial burdens, loan debts, or lack financial literacy.",True,2024,2027,0.0,Maryland State Department or relevant higher education governing entities (specific agency not explicitly specified),"Students at the University of Maryland, College Park Campus and Morgan State University who need financial coaching","The program employs personalized financial coaching integrated into higher education support systems, incorporating behavior and emotional aspects of financial management, and documenting best practices for future expansion.",3,"The program has potential to positively impact child poverty by improving students' financial skills and stability, though it is primarily focused on college students.",2
2024 Regular Session,HB0812,Tri–County Council for Southern Maryland – Southern Maryland Agricultural Development Commission – Funding,"Increasing from $900,000 to $1,000,000 the amount of an appropriation that the Governor is required to include in the annual budget bill each year for the Tri-County Council for Southern Maryland from the Cigarette Restitution Fund; repealing the termination of certain provisions of law that require the Governor to include the appropriation in the annual budget bill each year and the Council to use the appropriation to fund the activities of the Southern Maryland Agricultural Development Commission; etc.","This bill increases the annual appropriation for the Tri-County Council for Southern Maryland from $900,000 to $1,000,000, to be funded from the Cigarette Restitution Fund, and extends the program's effective period until June 1, 2025.",True,2024,2025,1000000.0,"State of Maryland, Department of Economic Development (implied)","Residents and agricultural stakeholders in Southern Maryland, including the Southern Maryland Agricultural Development Commission",The bill primarily focuses on funding allocation and extension rather than employing new technologies or approaches.,1,"The program is not directly targeted at reducing child poverty but supports regional agricultural development, which may indirectly benefit the local economy.",1
2024 Regular Session,HB0814,Juvenile Law - Reform,"Altering the jurisdiction of the juvenile court over a child of a certain age alleged to have committed a certain offense; altering certain provisions relating to the taking of a child into custody by a law enforcement officer; expanding certain provisions of law relating to the entry onto certain school or other property by, and the education of, certain sex offender registrants; altering certain provisions relating to the Commission on Juvenile Justice Reform and Emerging and Best Practices; etc.","The bill establishes reforms to juvenile law in Maryland, including creating a Governor's Office for Children, a Children's Cabinet, and a Commission on Juvenile Justice Reform. It expands jurisdiction of juvenile courts over certain ages and offenses, improves procedures for juvenile intake, custody, detention, and assessment of juvenile services, and enhances monitoring and reporting on juvenile justice issues.",True,2024,2027,0.0,Maryland Department of Juvenile Services and related agencies,"Children involved in or at risk of entering the juvenile justice system, their families, and community organizations","The bill employs a comprehensive, multi-agency approach integrating new technology for monitoring and reporting, creation of new offices and commissions, and expansion of data collection and analysis to improve juvenile justice services.",4,"The bill's focus on juvenile services, prevention, diversion programs, and the reduction of recidivism has a high potential to directly impact child poverty by improving outcomes for at-risk youth.",4
2024 Regular Session,HB0817,Prince George's County - Alcoholic Beverages - Issuance of License Near a Place of Worship or School PG 307-24,"Authorizing the Board of License Commissioners for Prince George's County to issue an alcoholic beverages license for an establishment that is within 500 feet of a place of worship or 1,000 feet of a school building if a license of the same class had been issued and was held by the same person seeking the new license and was in effect for the establishment before the place of worship or school building was built.","This bill modifies rules in Prince George's County regarding the issuance of alcoholic beverage licenses near places of worship and schools, allowing certain licenses to be issued even if the establishment is within restricted distances if the license was held before the building was constructed.",False,2024,2024,0.0,Prince George’s County Board of License Commissioners,"Establishments seeking alcohol licenses, residents near places of worship and schools in Prince George's County","The bill provides specific exceptions to existing alcohol licensing distance restrictions, offering a tailored approach rather than employing new technologies or innovative methods.",2,The bill has minimal direct impact on child poverty as it primarily involves licensing rules for alcohol establishments.,1
2024 Regular Session,HB0819,State Finance – Catastrophic Event Account and Federal Government Shutdown Employee Assistance Loan Fund – Noncivilian Federal Employees,Altering the purposes of the Catastrophic Event Account and the Federal Government Shutdown Employee Assistance Loan Fund to provide financial assistance to noncivilian federal employees.,The bill modifies the purposes of the Catastrophic Event Account and the Federal Government Shutdown Employee Assistance Loan Fund to include providing financial assistance to noncivilian federal employees affected by a federal government shutdown in Maryland.,True,2024,9999,0.0,Maryland Department of Labor,"Noncivilian federal employees in Maryland affected by government shutdowns, State and local government units","The bill creates a program providing no-interest loans directly to noncivilian federal employees in Maryland affected by shutdowns, with procedures for application, payment, and repayment.",3,"The program could have a moderate impact on child poverty by helping federal employees maintain income during shutdowns, thereby supporting families.",3
2024 Regular Session,HB0821,Prince George's County - Student Support - Specialist Networks and Success Action Plans (Student Supports and Success Act) PG 502-24,"Establishing a Student Support Specialist Network consisting of certain school-based personnel at each public high school in Prince George's County; requiring the Prince George's County Board of Education to develop a certain template using certain guidelines by December 31, 2024; and requiring each Student Support Specialist Network in the county to develop, complete, and implement a certain plan, subject to review and approval by the Prince George's County Board of Education.","This bill establishes a Student Support Specialist Network in each public high school in Prince George’s County, requiring the development, approval, and implementation of a Student Support Success Action Plan using a standardized template that includes specific metrics and strategies to improve student mental health, discipline, and overall school climate.",True,2024,2025,0.0,Prince George’s County Board of Education,"Students, school staff, mental health providers, law enforcement, and community organizations in Prince George’s County","The bill employs a coordinated network approach with standardized metrics and strategies, integrating multiple support roles into a comprehensive plan to improve student well-being, which is a relatively innovative approach for educational support services.",3,"The program has potential to directly impact child poverty by improving access to behavioral and mental health supports, reducing disciplinary measures, and fostering supportive school environments.",4
2024 Regular Session,HB0822,Maryland Medical Assistance Program - Employed Individuals With Disabilities,Requiring the Maryland Department of Health to provide Maryland Medical Assistance Program services for qualified applicants who are at least 16 years old and for existing Program recipients under the Employed Individuals with Disabilities Program in accordance with certain requirements; prohibiting the Department from limiting eligibility to receive services under the EID Program based on certain criteria; etc.,"The bill modifies the Maryland Medical Assistance Program to better serve employed individuals with disabilities by expanding eligibility criteria, eliminating restrictions based on assets or income, and establishing a new Employed Individuals with Disabilities (EID) Program that provides healthcare services. It also requires program monitoring and a report on its fiscal and operational impacts.",True,2024,2024,0.0,Maryland Department of Health,"Individuals with disabilities, employed persons with disabilities, and potential program applicants in Maryland.","The program introduces a new approach to healthcare support for employed individuals with disabilities by ensuring eligibility without asset or income restrictions, and by engaging with disability advocates regularly, which reflects innovative policy adaptation.",4,"The bill has potential to directly reduce child poverty by providing healthcare access and supporting employment for individuals with disabilities, which can contribute to economic stability for families.",3
2024 Regular Session,HB0823,Fire Protection and Prevention - Residential Rental Property - Requirements (Melanie Nicholle Diaz Fire Safety Act),"Establishing certain requirements relating to the installation of certain fire safety equipment in residential rental high-rise buildings and certain other property; authorizing the Mayor and City Council of Baltimore City or the governing body of a county or municipal corporation to grant, by law, a certain property tax credit; establishing the Workgroup to Develop Fire Safety Best Practices for Pre-1974 High-Rise Apartment Buildings; requiring the Workgroup to report its findings and recommendations by December 31, 2024; etc.","The bill establishes fire safety requirements for high-rise buildings, including installation of smoke alarms, fire sprinklers, and emergency lighting, and creates programs to promote fire safety improvements and funding sources for retrofitting older buildings.",True,2024,2025,0.0,"Department of Housing and Community Development, in coordination with the State Fire Marshal and Maryland Department of Emergency Management","Residents of high-rise rental buildings, building owners, fire safety agencies, and local governments","The program employs a comprehensive approach including new safety requirements, a workgroup to develop best practices, and funding source identification, combining regulation with technological and strategic innovation.",4,"The bill has potential to reduce child poverty by improving safety and stability in high-rise housing, particularly for vulnerable populations.",3
2024 Regular Session,HB0825,Libraries - Regional Resource Centers - Governing Board Membership,"Increasing, from one member to two members, the number of public members from each area served by the participating library systems on the governing board for each regional resource center.","This bill increases the number of public members on the governing boards of regional resource centers for libraries in Maryland, changing the maximum from one to two members.",False,2024,2024,0.0,Maryland Department of Education,Public library users and local library systems in Maryland,The bill mainly adjusts governance structures and does not introduce new technologies or innovative approaches.,1,The bill does not have a direct impact on child poverty.,1
2024 Regular Session,HB0827,Maryland Insurance Administration – Professional Employer Organizations – Study,"Requiring the Maryland Insurance Administration to study professional employer organizations in the State to review certain regulations, histories, health plans, requirements, and regulatory structures in other states and to address any potential impacts of proposed statutory changes in the State relating to the offering of health coverage by professional employer organizations on the small group market in the State; and requiring the Administration to report to certain committees of the General Assembly by December 31, 2024.","The bill requires the Maryland Insurance Administration to conduct a study on professional employer organizations (PEOs) in the state, focusing on regulation, industry history, health plans, and the impact of proposed changes on the small group health insurance market. The study aims to inform potential regulatory or legislative actions.",False,2024,2024,0.0,Maryland Insurance Administration,"Professional employer organizations, small employers, employees, health insurance consumers","The bill involves a regulatory study rather than the creation of a new program or technology, thus not employing new technologies or approaches.",1,The bill does not specifically target child poverty or include direct measures to reduce it.,1
2024 Regular Session,HB0832,General Provisions - Damages or Losses - Definition,"Defining ""damages"" or ""losses"" in statutory causes of action to protect civil rights or consumer rights and providing that ""damages"" or ""losses"" includes reasonable nominal damages.","The bill defines 'damages' or 'losses' in legal actions related to civil rights or consumer rights as including both monetary compensation for loss or injury and reasonable nominal damages, aiming to protect access to remedies.",False,2024,2024,0.0,Maryland General Assembly / Maryland courts,Individuals seeking civil rights or consumer protections in Maryland,"The bill emphasizes the inclusion of reasonable nominal damages in legal remedies for civil rights and consumer protections, reinforcing access to justice.",2,"The bill does not specifically target child poverty, but strengthening civil rights protections can have indirect benefits for vulnerable populations including children.",2
2024 Regular Session,HB0833,Parents in Substance Use Disorder Treatment - Children in Need of Assistance and Treatment Facilities,"Establishing a presumption that placement with a child's parent is in the best interest of the child, the child is receiving proper care and attention, and there is not a certain emergency situation if the child's parent is receiving certain substance use disorder treatment and the child is in the presence of the child's parent for the duration of the child's parent's treatment; authorizing the Behavioral Health Administration to require a facility providing certain treatment to provide beds and services to the patient's children; etc.",The bill establishes a presumption that a child is in the best interest of placement with a parent if the parent is receiving substance use disorder treatment and the child is present for the duration of the treatment. It also requires treatment facilities to provide beds and services for children of patients and allows children to be in the presence of their parent during treatment.,True,2024,0,0.0,Behavioral Health Administration and Department of Human Services,"Children of parents receiving substance use disorder treatment, families, treatment facilities","The bill introduces a policy presumption favoring in-family placement during parent substance use disorder treatment, along with requirements for treatment facilities to accommodate children, employing a child-friendly approach within substance use treatment settings.",4,"High potential to impact child well-being by maintaining family unity during parent treatment, potentially reducing adverse effects on children associated with removal or neglect.",4
2024 Regular Session,HB0834,Calvert County - Ethics - Conflict of Interest and Commissioner Expulsion,Requiring that the conflict of interest provisions enacted by Calvert County include certain provisions relating to judicial relief for certain violations of the county's conflict of interest provisions; requiring the ethics provisions enacted by Calvert County to include a provision requiring the Calvert County Ethics Commission to make public any recommendation it makes to expel a Commissioner; and requiring Calvert County to enact a law or regulation that authorizes the removal of a county elected official for certain violations.,"The bill requires Calvert County to include specific provisions in its conflict of interest laws, including public disclosure of expulsion recommendations by the ethics commission and procedures for removing elected officials for conflicts of interest.",True,2024,0,0.0,Calvert County Government,Calvert County elected officials and government employees,"The bill introduces transparency measures and specific removal procedures within county ethics frameworks, enhancing accountability.",3,The bill does not directly target child poverty but aims to promote ethical conduct among county officials.,1
2024 Regular Session,HB0835,Calvert County - Procurement - Local Preference,Authorizing the County Commissioners of Calvert County to enact an ordinance that establishes a local percentage preference for certain procurement contracts; and requiring the County Commissioners to comply with certain provisions of law under certain circumstances.,"This bill allows Calvert County to create local procurement preferences, giving a percentage advantage to resident businesses in contract bidding, to promote local economic activity.",False,2024,2024,0.0,Calvert County Commissioners,Resident and nonresident businesses in Calvert County,"The bill employs a local preference policy for procurement contracts, which is a common but strategic approach to support local businesses.",2,"The bill has limited direct impact on child poverty, primarily focusing on local economic preferences.",1
2024 Regular Session,HB0838,Prince George's County Family Child Care Home Expansion Grant Program - Establishment PG 505-24,"Establishing the Prince George's County Family Child Care Home Expansion Grant Program in the Prince George's County public school system; providing that the purpose of the Program is to increase the number of registered family child care providers, registered family child care homes, and registered large family child care homes in low-income communities in the county; requiring a local school system to develop a certain application process; etc.","The bill establishes the Prince George's County Family Child Care Home Expansion Grant Program to increase registered family child care providers and homes in low-income areas within Prince George's County. The program provides training, technical, and financial assistance to individuals intending to become providers, focusing on low-income communities, and allocates an annual budget starting at $500,000 from FY 2026 onward.",True,2026,0,500000.0,"Prince George's County Public School System, Division of Early Childhood Development","Individuals in Prince George's County seeking to become child care providers, low-income families in Prince George's County","The program uses targeted grants to nonprofit organizations to enhance training and support for new child care providers, especially in low-income communities, employing a community-based approach rather than a technologically innovative one.",2,The initiative has a high potential to directly impact child poverty by increasing affordable child care options in low-income communities.,4
2024 Regular Session,HB0839,Carroll County - Contracts and Purchasing,"Increasing from $25,000 to $50,000 the cost of a public work or improvement or the purchase price of supplies or equipment for which the County Commissioners of Carroll County may enter into a contract; and requiring that when the cost of a public work or improvement or the purchase price of supplies or equipment in Carroll County exceeds $50,000 under certain conditions, the Procurement Officer for the County Commissioner shall advertise for bids for at least 1 week in a media accessible to the general public.","The bill increases the contract threshold in Carroll County for public works, improvements, and purchases from $25,000 to $50,000, and modifies the procurement procedures including public notice requirements for amounts exceeding this new threshold.",False,2024,2024,0.0,Carroll County Government,Carroll County residents and local government agencies involved in public contracting,"The bill primarily enhances existing procurement procedures with a focus on transparency and efficiency, without employing new technologies or approaches.",2,The bill does not directly target child poverty or specify impacts on child poverty.,1
2024 Regular Session,HB0840,Vehicle Laws - Annual Vehicle Shows - Motor and Trailer Homes,"Altering the number of annual vehicle shows in which motor and trailer home dealers, and salesmen employed by dealers, may participate.","The bill relaxes restrictions on the number of annual vehicle shows that motor and trailer home dealers and salesmen employed by them can participate in, especially for certain classes of vehicles such as Class M motor homes and Class G trailers.",False,2024,2024,0.0,Maryland Department of Transportation or relevant vehicle regulation authority,"Motor and trailer home dealers, salesmen, and consumers interested in vehicle shows",The bill does not introduce new technologies or innovative approaches; it mainly adjusts existing rules regarding vehicle show participation.,1,"The bill has minimal direct impact on child poverty, as it primarily pertains to vehicle industry regulations.",1
2024 Regular Session,HB0845,Income Tax - Individual Income Tax Credit Eligibility Awareness Campaign,"Requiring the Comptroller to implement and administer a certain individual income tax credit eligibility awareness campaign to identify and encourage individuals to apply for certain individual income tax credits; authorizing the Comptroller to enter into a certain data sharing agreement with other State agencies to carry out the awareness campaign; and requiring, in each of fiscal years 2026 through 2030, the Governor to include in the annual budget bill an appropriation of $300,000 for the awareness campaign.","The bill requires the Maryland Comptroller to implement a campaign to increase awareness of and encourage the application for specific individual income tax credits, especially targeting underserved populations, through data sharing and outreach efforts.",True,2024,2030,2100000.0,Maryland Comptroller's Office,Underserved individuals eligible for income tax credits in Maryland,"The program employs data sharing between state agencies and targeted outreach to underserved populations to increase tax credit claims, representing a modern approach to government outreach.",4,The program has the potential to reduce child poverty by increasing the number of families claiming tax credits they are eligible for.,4
2024 Regular Session,HB0846,State Investment Portfolio and Local Government Investment Guidelines - Investment Standards,Requiring the Treasurer to consult with governmental entities prior to proposing certain regulations; repealing the limitations on investment in certain assets in which the Treasurer may invest or reinvest certain unexpended or surplus funds; authorizing the Treasurer to retain investments made prior to the effective date of the Act until the investments have reached their respective maturity dates; authorizing the Treasurer and governmental entities to invest or reinvest in certain surplus funds under certain circumstances.,"The bill updates Maryland's investment standards for the state's investment portfolio and local government investments. It requires the Treasurer to consult with government entities when proposing regulations, repeals restrictions on certain assets, adopts new regulations specifying permissible asset classes and thresholds, and improves transparency and communication with local governments about investment standards and updates.",False,2024,0,0.0,Maryland State Treasurer,Maryland state and local government entities responsible for managing public funds,"The bill employs a comprehensive updating of investment standards with new regulations and enhanced communication protocols, but does not introduce new technologies or approaches that are highly innovative.",2,The bill's focus is on investment policies and standards; it does not directly address child poverty but may indirectly affect funding for public services through better management of state and local funds.,1
2024 Regular Session,HB0850,State Procurement - Small Business Preference Procurement,Requiring each procurement unit to establish a price preference for small businesses; and designating the Board of Public Works as the regulatory authority for the Small Business Preference Program.,"The bill requires each procurement unit in Maryland to establish a price preference for small businesses, designates the Board of Public Works as the regulatory authority for the Small Business Preference Program, and sets goals for procurement awards to small businesses, including specific preferences for veteran- and disabled veteran–owned small businesses.",True,2024,0,0.0,Board of Public Works (Maryland),"Small businesses in Maryland, especially veteran- and disabled veteran–owned small businesses","The bill emphasizes a structured small business preference program with specific percentage preferences and targets, employing a systematic approach to promote small business participation in government procurement.",3,"The program has potential to impact child poverty indirectly through supporting small businesses, employment, and economic growth, but does not directly target child poverty.",2
2024 Regular Session,HB0857,Shellfish Aquaculture - Harvest Hours,Repealing a restriction which prohibited the harvesting of shellfish between the hours of sunset and sunrise from certain areas leased for aquaculture; and requiring the Department of Natural Resources to establish by regulation the hours for harvesting shellfish within leased areas.,This bill repeals existing restrictions on harvesting hours for shellfish in leased aquaculture areas and requires the Department of Natural Resources to establish new harvest hours through regulation.,True,2024,0,0.0,Department of Natural Resources,"Shellfish aquaculture leaseholders, shellfish harvesters, environmental regulators","The bill introduces a regulatory process for establishing harvesting hours, allowing flexibility and tailored management of shellfish harvesting.",3,The bill is unlikely to have a direct impact on child poverty as it primarily involves shellfish harvesting regulations.,1
2024 Regular Session,HB0860,Housing and Community Development - Community Action Boards,Requiring certain community action boards to meet certain federal requirements for tripartite boards; and repealing certain requirements relating to the composition of community action boards.,"The bill modifies the requirements for community action boards in Maryland, including meeting certain federal tripartite board requirements, and repeals previous composition rules.",False,2024,0,0.0,Maryland Department of Housing and Community Development,Low-income community members and local communities served by community action agencies,"The bill primarily updates legal requirements for community action boards to align with federal standards, without introducing new or innovative programs.",1,"The bill potentially improves community action boards that can lead to better targeted programs for low-income populations, thereby potentially reducing child poverty.",3
2024 Regular Session,HB0864,Energy Efficiency and Conservation Plans,"Requiring each electric company, each gas company, and the Department of Housing and Community Development to develop a plan for achieving certain energy efficiency, conservation, and greenhouse gas emissions reduction targets through certain programs and services and superseding certain existing energy efficiency and conservation goals; requiring the Public Service Commission to establish a working group to study and make recommendations on extending certain program assistance to certain moderate-income households; etc.","This bill requires Maryland utility companies and the Department of Housing and Community Development to develop and implement comprehensive energy efficiency, conservation, and greenhouse gas emissions reduction plans. It establishes programs and targets to promote energy savings, renewable energy, and emissions reductions, particularly focusing on low- and moderate-income communities, and sets up oversight, funding, and reporting mechanisms.",True,2024,2033,0.0,Maryland Public Service Commission and Department of Housing and Community Development,"Maryland residents, especially low- and moderate-income households, utility companies, environmental groups, and the Department of Housing and Community Development","The bill employs a comprehensive, integrated approach combining regulatory mandates, programs, and funding to achieve significant greenhouse gas reductions and energy efficiency improvements, leveraging multiple stakeholders and funding sources.",4,The bill has a high potential to directly impact child poverty by reducing energy costs and supporting housing affordability in low-income communities.,4
2024 Regular Session,HB0865,Maryland Medical Assistance Program and Health Insurance - Coverage for Prostheses (So Every Body Can Move Act),"Requiring the Maryland Medical Assistance Program and certain insurers, nonprofit health service plans, and health maintenance organizations to provide certain coverage related to prostheses; establishing that certain insurers, nonprofit health service plans, and health maintenance organizations must comply with certain provider network requirements; etc.","The bill requires the Maryland Medical Assistance Program and certain private health insurance providers to cover orthoses and prostheses, including regulations on provider network requirements, coverage specifics, and reimbursement policies, starting January 1, 2025.",True,2025,2030,0.0,Maryland Department of Health and Maryland Insurance Administration,"Individuals needing orthoses and prostheses, health insurers, healthcare providers, and Medicaid recipients in Maryland","The bill employs an integrated approach to ensure coverage, provider network diversity, and oversight, including reporting and evaluation of utilization and costs, which reflects a comprehensive and potentially innovative strategy for healthcare coverage regulation.",3,The program could have a moderate to high impact on child poverty by improving access to essential medical devices that can enhance mobility and participation in daily activities.,3
