YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2023 Regular Session,SB0330,Public Safety - Law Enforcement - Body-Worn Cameras (Body-Worn Camera Appropriation and Financing Act of 2023),"Requiring the Department of General Services, in coordination with the Department of Information Technology, to negotiate certain contracts with third parties for the acquisition or maintenance of body-worn cameras, equipment, or technology for certain law enforcement agencies; requiring the Department of Information Technology, in coordination with the Department of General Services, to study the cost and feasibility of implementing a statewide uniform storage and access system for law enforcement body-worn camera data; etc.","The bill requires the Maryland Department of General Services, in coordination with the Department of Information Technology, to negotiate contracts to acquire and maintain body-worn cameras and related equipment for law enforcement agencies. It also mandates a study on the cost and feasibility of implementing a statewide uniform storage and access system for body-worn camera data, with a report due by December 1, 2023.",True,2023,2023,0.0,Department of General Services and Department of Information Technology,Law enforcement agencies and the public served by them,"The bill employs a coordinated contracting approach for body-worn cameras and initiates a study on centralized data storage, which reflects a modern approach to data management and interoperability for law enforcement technology.",3,"The program is indirectly related to public safety and community trust, which can affect child poverty, but does not have a direct targeted impact on child poverty.",2
2023 Regular Session,SB0331,Baltimore City – West North Avenue Development Authority – Membership and Procurement,"Altering the membership of the West North Avenue Development Authority; exempting the Authority from certain provisions of State procurement law; and altering the report on the Authority's comprehensive neighborhood revitalization strategy the Authority is required to submit to the Governor and certain committees of the General Assembly to be due by December 15, 2023, to include any procurement activities undertaken by the Authority, and to be also submitted to the House Health and Government Operations Committee.","This bill alters the membership, reporting requirements, and legal provisions of the West North Avenue Development Authority in Baltimore City, including exemptions from certain procurement laws, and extends certain provisions until September 30, 2026.",False,2023,2026,0.0,Baltimore City - West North Avenue Development Authority and affiliated Maryland state agencies,Residents and communities impacted by the West North Avenue area in Baltimore City,"The bill makes special exemptions from procurement laws for the authority, which is a common regulatory change, not employing new technologies or approaches.",2,"The bill does not directly target child poverty, but revitalization efforts could indirectly benefit impoverished communities.",2
2023 Regular Session,SB0343,Maryland Achieving a Better Life Experience (ABLE) Program - Account Establishment - Procedures,Establishing certain procedures regarding the persons who may establish or receive distributions from an ABLE account in the Maryland ABLE Program for a certain eligible individual; and requiring the Maryland 529 Board to adopt certain procedures regarding the establishment and operation of an ABLE account by a person other than a certain designated beneficiary.,"The bill establishes procedures for the Maryland ABLE Program, including how accounts can be established and operated by individuals other than the designated beneficiary, and clarifies the roles of various parties involved in establishing ABLE accounts for eligible individuals.",True,2023,0,0.0,Maryland 529 Board,Individuals with disabilities and their families in Maryland,"The bill introduces procedures for establishing ABLE accounts by persons other than the designated beneficiary, including guardians, agents under power of attorney, and relatives, which enhances the flexibility and accessibility of the program.",3,"High potential for impact as it facilitates savings for individuals with disabilities, potentially reducing financial hardship and associated child poverty.",4
2023 Regular Session,SB0351,"Maryland Legal Services Corporation - Affordable Life, Wills, and Estate Planning for Seniors Grant Program","Establishing the Affordable Life, Wills, and Estate Planning for Seniors Grant Program in the Maryland Legal Services Corporation to provide eligible seniors access to affordable civil law-related services; and requiring the Governor to provide an appropriation of $225,000 in the annual budget for the Program.","The bill establishes the Affordable Life, Wills, and Estate Planning for Seniors Grant Program within the Maryland Legal Services Corporation, aimed at providing legal services to seniors, particularly in rural areas, to help them with estate planning and related legal needs.",True,2023,0,725000.0,Maryland Legal Services Corporation,"Eligible seniors in Maryland, especially those with limited income and in rural communities.","The program employs outreach, intake screening, and establishes a legal services grant initiative to expand access to estate planning legal services for seniors, including targeted outreach to rural areas.",3,"Potential to impact child poverty indirectly by supporting seniors and their families in estate planning, potentially reducing burdens on social services.",2
2023 Regular Session,SB0362,Certified Community Behavioral Health Clinics - Planning Grant Funds and Demonstration Application,"Requiring the Maryland Department of Health to apply to the Substance Abuse and Mental Health Services Administration at the Center for Mental Health Services for federal planning, development, and implementation grant funds related to certified community behavioral health clinics for fiscal year 2025; and requiring the Department to apply to the Administration for inclusion in the state certified community behavioral health clinic demonstration program for fiscal year 2026.","The bill directs the Maryland Department of Health to apply for federal grants to develop and implement Certified Community Behavioral Health Clinics, which provide comprehensive mental health and substance use services. It outlines steps for submitting state plan amendments, establishing standards, and creating payment and quality systems for these clinics, with the aim of enhancing mental health services in Maryland.",True,2023,2026,0.0,Maryland Department of Health,Individuals needing mental health and substance use services in Maryland,"The bill adopts a federally recognized model for integrated behavioral health clinics and implements prospective payment and quality incentive systems, utilizing federal grants and standards to improve service delivery.",4,"The program has high potential to reduce child poverty by improving access to mental health and substance use treatment, which can support better educational and economic outcomes for children and families.",4
2023 Regular Session,SB0371,Baltimore City - Commercial Use - Definition,"Defining ""commercial use"" in Baltimore City to include multifamily residential development if the development is located within a waterfront commercial zoning district and within a 0.50-mile radius of a commuter rail station.",The bill redefines 'commercial use' in Baltimore City to include certain multifamily residential developments located within a waterfront commercial zoning district and within 0.5 miles of a commuter rail station.,False,2023,2023,0.0,Baltimore City planning and zoning agencies,"residents, developers, and businesses in Baltimore City, particularly in waterfront and transit-oriented areas","The bill moderately expands the definition of 'commercial use' to include multifamily residential development in specific waterfront and transit zones, which could influence development decisions and urban planning.",2,"The bill has limited potential to directly impact child poverty, as it mainly affects land use definitions and zoning.",1
2023 Regular Session,SB0375,State Board of Physicians – Inactive and Emeritus Status,"Authorizing the State Board of Physicians to place a licensee on emeritus status under certain circumstances; requiring the Board, under certain circumstances, to reinstate the license of an individual who is on inactive or emeritus status; exempting licensees who are on inactive status or emeritus status from continuing medical education requirements; repealing the requirement that the Board issue a license to an individual who is on inactive status under certain circumstances; etc.","The bill authorizes the Maryland State Board of Physicians to place licensees on emeritus status under certain conditions, allow them to reinstate licenses while on inactive or emeritus status, and clarifies restrictions on practicing medicine or representing oneself as a physician while on these statuses. It also establishes conditions and fees for emeritus and inactive status, and specifies that licensees on these statuses are exempt from certain continuing education requirements.",True,2023,0,0.0,Maryland State Board of Physicians,"Licensed physicians, medical professionals, and the public in Maryland","The program introduces a formal emeritus status for physicians, allowing a structured way for retired physicians to maintain a license while not practicing, with specific criteria and exemptions from continuing education.",3,The bill does not directly impact child poverty but may indirectly improve healthcare stability by maintaining experienced physicians in the system.,1
2023 Regular Session,SB0377,Workers' Compensation - Benefits - Offset and Study,"Altering the circumstances under which the payment of a benefit by a governmental unit or quasi-public corporation to a covered employee offsets the liability for benefits under the workers' compensation law; and stating that it is the intent of the General Assembly that the Maryland Association of Counties and the Professional Fire Fighters of Maryland jointly research and report data and analysis on the effects of the Act by December 1, 2024, to interested parties and certain committees of the General Assembly.","The bill modifies workers' compensation law to clarify how offsets from governmental benefit payments are handled, considers tinnitus as part of hearing loss, standardizes audiometric measurement criteria, and requires a joint research report on the effects of these changes.",True,2023,2024,0.0,Maryland Department of Labor or the relevant workers' compensation commission,"Workers receiving workers' compensation for hearing loss or tinnitus, governmental entities, fire departments, and counties in Maryland","The bill standardizes audiometric testing criteria, integrates tinnitus into hearing loss calculations, and commissions a joint research report, reflecting a comprehensive and modern approach to workers' compensation.",3,The bill has little to no direct impact on child poverty.,1
2023 Regular Session,SB0396,Economic Development - Upper Shore Regional Council - Membership,Altering the membership of certain voting and nonvoting members of the Upper Shore Regional Council.,"This bill modifies the membership composition of the Upper Shore Regional Council, including voting and nonvoting members, to reflect current regional and local representatives.",False,2023,2023,0.0,Upper Shore Regional Council or Maryland Department of Economic Development,"Members of the Upper Shore Regional Council, regional governments, local officials, and the residents of the Eastern Shore region of Maryland.",The bill does not involve new technologies or innovative approaches; it primarily updates the membership structure of an existing regional council.,1,The bill mainly concerns regional governance structure and does not have a direct impact on child poverty.,1
2023 Regular Session,SB0411,Prince George's County - Judges of the Orphans' Court - Compensation,Authorizing the County Executive and County Council of Prince George's County to determine the compensation for the judges of the Orphans' Court for Prince George's County.,"This bill allows the Prince George’s County authorities to set the annual compensation for judges of the Orphans' Court, replacing a fixed salary with a determination made by the County Executive and County Council.",False,2023,2023,0.0,Prince George's County Executive and County Council,Judges of the Orphans' Court in Prince George’s County,"The bill introduces flexibility for the county to determine judges' salaries, but does not employ new technologies or approaches.",1,The bill does not directly impact child poverty.,1
2023 Regular Session,SB0414,Commission to Advance and Strengthen Fire Fighting and Emergency Medical Services Within Maryland,"Establishing the Commission to Advance and Strengthen Fire Fighting and Emergency Medical Services Within Maryland to study and make recommendations regarding the effectiveness and viability of certain incentives, offerings, or practices employed in other states to attract, support, and retain individuals in fire fighting and emergency medical services roles; and requiring the Commission to report its findings and recommendations to the Governor and the General Assembly on or before December 1, 2023.","The bill establishes a Commission to Study and Make Recommendations on Incentives and Practices to Support Firefighting and Emergency Medical Services in Maryland, focusing on attracting and retaining personnel.",True,2023,2024,0.0,Maryland Department of Labor,"Firefighting and emergency medical services personnel, communities relying on fire and EMS services, volunteer and career firefighters","The program aims to evaluate and recommend enhanced incentive practices based on models from other states, potentially employing new approaches in incentive structuring.",3,"The program has potential to directly impact child poverty by strengthening emergency services, although its primary focus is on personnel support.",3
2023 Regular Session,SB0426,University System of Maryland - Board of Regents - Quasi-Endowment Funds,"Authorizing the Board of Regents of the University System of Maryland to make transfers of not more than $150,000,000 subject to certain conditions to establish quasi-endowment funds; and authorizing the Board to use investment income produced by quasi-endowment funds in accordance with the University System of Maryland Policy on Endowment Fund Spending Rule to provide need-based student financial aid.","This bill authorizes the University System of Maryland's Board of Regents to establish and fund quasi–endowment funds through transfers of up to $150 million from the State Treasurer. The investment income generated by these funds can be used to support need–based student financial aid, with specific restrictions and reporting requirements.",True,2023,0,150000000.0,"University System of Maryland, Board of Regents","Students attending the University of Maryland, especially those receiving need–based financial aid","The bill introduces a quasi–endowment fund model that allows the university to leverage investment income from transferred funds specifically for need-based financial aid, which is a relatively innovative financial strategy among public university funding models.",3,"By funding need–based financial aid through investment income from quasi–endowment funds, the bill has the potential to significantly reduce child poverty by increasing financial access to higher education.",4
2023 Regular Session,SB0429,Business Regulation - Home Improvement Commission - Guaranty Fund and Award Limits,"Increasing the funding level of the Home Improvement Guaranty Fund that is administered by the Home Improvement Commission from $250,000 to $1,000,000; increasing a certain Fund threshold that determines whether a fee is assessed to each contractor; and increasing the limit, from $100,000 to $250,000, on the amount of money the Commission may award from the Fund to all claimants for the acts or omissions of a single contractor, subject to a certain reimbursement to the Fund.","The bill increases the funding level and award limits of the Home Improvement Guaranty Fund, which provides compensation to owners harmed by licensed home improvement contractors. It raises the minimum fund balance, modifies assessment fees for contractors, and increases the maximum payouts for claims.",False,2023,2023,1000000.0,Maryland Home Improvement Commission,"Homeowners, licensed home improvement contractors, and claimants seeking compensation for contractor misconduct.","This program mainly involves regulatory adjustments to funding levels, fees, and limits, with no introduction of new technologies or innovative approaches.",1,"The bill’s focus is on contractor regulation and fund management, with no direct impact on child poverty.",1
2023 Regular Session,SB0434,Natural Resources - Restorative Aquaculture Pilot Program,"Requiring the Department of Natural Resources to establish a Restorative Aquaculture Pilot Program to provide financial incentives to holders of aquaculture leases who maintain the lease in accordance with certain criteria, maintain the restorative conditions for at least 4 years, and meet certain other criteria the Department considers necessary; authorizing a holder of an aquaculture lease who is participating in the Pilot Program to meet certain requirements by shellfish seed planting only; etc.","The bill establishes a Restorative Aquaculture Pilot Program in Maryland to provide financial incentives to aquaculture leaseholders who engage in shellfish planting and meet specific environmental and operational criteria over at least four years, aiming to enhance water quality and habitat.",True,2023,2029,0.0,Department of Natural Resources,"Aquaculture leaseholders, water quality, habitat, and Chesapeake Bay ecosystem","The program employs financial incentives to promote restorative aquaculture practices focused on environmental benefits, using criteria and metrics aligned with large-scale oyster restoration projects.",3,"The program is primarily environmental and ecological, with limited direct impact on child poverty.",1
2023 Regular Session,SB0442,Economic Development – Sports Entertainment Facilities – Financing and Construction,"Altering the amount of taxable or tax exempt bonds that the Maryland Stadium Authority may issue for certain sports entertainment facilities from $200,000,000 to $220,000,000; altering the entities from which the Authority is required to have received a request for financing and construction management services concerning a sports entertainment facility; altering the entities with which the Authority is required to enter into an agreement before issuing bonds to finance a sports entertainment facility; etc.","The bill modifies the limits on bonds issued for sports entertainment facilities in Maryland, updates the entities required to request and agree upon financing, and details requirements for funding agreements and annual reporting related to these facilities.",False,2023,2023,220000000.0,Maryland Stadium Authority and the Maryland State Government,"Organizations involved in financing, owning, or operating sports entertainment facilities, and the general public who utilize these facilities.",The bill primarily updates legal and procedural rules for financing sports entertainment facilities. It does not introduce new technologies or innovative approaches.,1,"The bill has limited potential to directly impact child poverty, as it mainly focuses on financing bonds for sports facilities.",1
2023 Regular Session,SB0448,Alcoholic Beverages – Manufacturer’s Licenses and Off–Site Permits,"Extending the termination date, to June 30, 2024, for provisions relating to the authorization of holders of certain manufacturer's licenses to sell and deliver and to directly ship their own alcoholic beverages products to certain individuals under certain circumstances; establishing the maximum amount of beer and liquor that holders of certain manufacturer's licenses may directly ship to consumers in a calendar year; delaying the effective date for the authorization of certain manufacturer off-site permits to July 1, 2024; etc.","The bill extends the expiration date of certain laws allowing manufacturer license holders to ship their alcohol directly to consumers, sets limits on the amount of alcohol that can be shipped annually, and implements reporting requirements for these shipments.",True,2023,2025,0.0,Maryland Alcohol and Tobacco Commission,"Manufacturer license holders, consumers who receive shipped alcohol, state regulatory agencies","The bill incorporates direct-to-consumer alcohol shipping with specific quantity limits and reporting requirements, which is an evolving approach in alcohol regulation.",3,"The bill's focus is primarily regulatory and licensing, with limited direct impact on child poverty.",1
2023 Regular Session,SB0452,Film Production Activity Income Tax Credit - Alterations and Maryland Entertainment Council,"Expanding eligibility for the credit against the State income tax for certain film production activities to include documentaries and talk, reality, and game shows; increasing the percentage of total direct costs that qualify for the tax credit; increasing the aggregate amount of tax credit certificates that the Secretary of Commerce may issue for fiscal years 2024 through 2026; establishing the Maryland Entertainment Council to study and make recommendations regarding Maryland's film, television, and entertainment industry; etc.","The bill expands and modifies Maryland's film production tax credit to include a wider range of production types, such as documentaries, talk shows, reality shows, and live events, and increases the percentage of costs that qualify for the credit. It also establishes the Maryland Entertainment Council to study and promote the industry, and sets timelines for reporting.",True,2023,2025,56000000.0,Department of Commerce,"Film, television, and entertainment industry participants, independent film community, local businesses, Maryland residents","The bill creates a new industry council to develop a strategic plan for Maryland's entertainment industry and expands the film tax credit to include new categories, along with alternative promotional opportunities, leveraging emerging technologies and industry trends.",4,"The program has potential to create jobs and economic activity in Maryland, which can help reduce child poverty, especially through workforce development.",3
2023 Regular Session,SB0457,St. Mary's County - Public Facilities Bond,"Authorizing and empowering the County Commissioners of St. Mary's County, from time to time, to borrow not more than $56,000,000 in order to finance the construction, improvement, or development of certain public facilities in St. Mary's County, and to effect such borrowing by the issuance and sale at public or private sale of its general obligation bonds; etc.
","The bill authorizes St. Mary's County to borrow up to $56 million through general obligation bonds to finance various public facilities, including schools, roads, parks, and community buildings, and to issue refunding bonds. It specifies the procedures for issuing, selling, and managing these bonds and mandates that the bonds be repaid through property taxes.",True,2023,2033,56000000.0,St. Mary’s County Commissioners or local government,"Residents of St. Mary’s County, including children, families, and local organizations benefiting from the public facilities",The bill employs traditional bonding and tax funding mechanisms; it does not introduce new technologies or approaches.,1,"The program has high potential to impact child poverty by funding essential public facilities that support children's education, health, and recreational needs.",4
2023 Regular Session,SB0469,Task Force to Study Solar Incentives,"Establishing the Task Force to Study Solar Incentives to study the types and impact of solar energy incentives and make recommendations regarding measures and incentives needed to ensure that the State meets the solar energy goals established in the State's renewable energy portfolio standard, minority business participation, the creation of good quality jobs, equitable access to renewable energy, and efficient use of land; and requiring the Task Force to submit its report to the General Assembly on or before December 15, 2023.","The bill establishes a Task Force to Study Solar Incentives in Maryland to evaluate various financial incentives and their impact on meeting the state's renewable energy goals, with a focus on equitable access, job creation, and land use.",True,2023,2024,0.0,Maryland Energy Administration,"Solar energy industry, environmental groups, local governments, minority communities, energy consumers","The program employs a comprehensive task force approach to analyze and recommend incentives, integrating federal and state policies, equity considerations, and land use strategies.",3,The bill's focus on equitable access and community solar may indirectly benefit low-income communities and reduce child poverty.,2
2023 Regular Session,SB0470,Natural Resources - Land Conservation - Establishment of Goals and Programs (Maryland the Beautiful Act),Establishing certain goals and programs related to land conservation; establishing the Local Land Trust Revolving Loan Program to provide loans to land trusts to purchase land for conservation purposes; authorizing the Maryland Environmental Trust to exercise certain remedies under certain circumstances; prohibiting a person from making any false statements affecting a Local Land Trust Revolving Loan Program loan; establishing the 40 x 40 Land Conservation Implementation Grant Program to support land conservation goals; etc.,"The bill establishes land conservation goals, creates the Local Land Trust Revolving Loan Program and Fund to support land trusts in purchasing land for conservation, and sets programs and funding to advance these goals and other environmental initiatives.",True,2025,2026,102500000.0,Maryland Environmental Trust and State of Maryland,"Land trusts, local governments, environmental organizations, communities, and landowners involved in land conservation","The bill employs a revolving loan program and sets ambitious land conservation targets with a dedicated funding structure, using innovative financial mechanisms and strategic planning to meet conservation goals.",4,The bill has moderate potential to influence child poverty through environmental and community benefits resulting from conservation and engagement programs.,3
2023 Regular Session,SB0471,"Sediment Control Plans, Discharge Permits for Stormwater Associated With Construction Activity, and Notice and Comment Requirements","Requiring the Department of the Environment to review and update specifications for sediment control plans in a certain manner on or before December 1, 2025, and every 5 years thereafter; prohibiting the Department from authorizing the discharge of stormwater associated with construction activity under a general discharge permit unless certain requirements are satisfied; and requiring the Department to take certain public notice and comment actions if a person makes a written request within the public notification period of the permit.","The bill requires the Maryland Department of the Environment to update sediment control plan standards periodically, restricts the use of general permits for stormwater discharges from construction sites over 5 acres unless specific conditions are met, and enhances enforcement and permit requirements to prevent illegal runoff and erosion from construction activities.",True,2023,2028,0.0,Maryland Department of the Environment,"Construction companies, developers, environmental agencies, and residents near construction sites","The bill introduces a proactive review and update process for sediment control standards and improves permit enforcement measures, integrating stakeholder consultation and periodic evaluations.",3,The bill indirectly benefits children by protecting water quality and reducing environmental hazards associated with construction runoff.,2
2023 Regular Session,SB0491,Charles County - Task Force to Study School Bus Operator Contracts and Wages,"Establishing the Task Force to Study School Bus Operator Contracts and Wages in Charles County; requiring the Task Force to study issues related to student transportation, bus driver wages, and multiyear contracts for bus contractors in Charles County and to research best practices in surrounding jurisdictions related to the facilitation of student transportation; and requiring the Task Force to report its findings and recommendations to the members of the Charles County Delegation to the General Assembly on or before September 1, 2023.","The bill establishes a task force to study school bus operator contracts and wages in Charles County, and considers the Charles County Board of Education as a joint employer of school bus contractor employees for certain matters.",True,2023,2024,0.0,Maryland Department of Labor,"School bus contractors, their employees, Charles County Public Schools students and families, and transportation workers in Charles County.","The bill employs a collaborative, multistakeholder approach and considers shared employment responsibilities, which is somewhat innovative in transportation labor relations.",3,"The program has moderate potential to impact child poverty by improving transportation conditions and wages for bus drivers, which can benefit students.",3
2023 Regular Session,SB0514,Local Procurements - Minority Business Enterprise Utilization Programs - Certification,Requiring that a county or municipality that operates a minority business enterprise utilization program for county or municipal procurements and has a process for the certification of minority business enterprises shall accept as certified a person that holds a certification as a minority business enterprise by the State certification agency.,The bill requires counties and municipalities in Maryland that have minority business enterprise programs to accept certifications from the state certification agency as valid for their programs.,True,2023,0,0.0,Maryland State Certification Agency and local government procurement offices,Minority business enterprises and local government procurement departments,"The bill standardizes certification acceptance across local governments by recognizing state certifications, streamlining the process for minority businesses.",3,The bill is unlikely to have a direct impact on child poverty.,1
2023 Regular Session,SB0517,Port of Deposit State Historical Park - Planning,"Altering composition of the stakeholder advisory committee to advise the Department of Natural Resources on the scope and management of Port of Deposit State Historical Park; requiring the Department to make a certain report to the General Assembly on or before September 1, 2024; extending the deadline for the Bainbridge Development Corporation to transfer certain property to the Department to June 1, 2025; authorizing the Governor to include in the State budget an appropriation of at least $400,000 for certain purposes; etc.","The bill establishes the Port of Deposit State Historical Park as a partnership park focused on educating the public about Black American history and preserves significant archaeological and historical sites within a designated area transferred from the Bainbridge Development Corporation, including conducting archaeological surveys and soil studies.",True,2024,2025,400000.0,Department of Natural Resources,"Residents, historians, archaeologists, and the general public interested in Maryland's history and cultural preservation","The program employs a partnership model for park management and includes new archaeological surveys, soil studies, and community advisory committees to shape the historic site.",4,"The bill does not directly address child poverty, but it promotes cultural heritage and education which can have a long-term positive societal impact.",1
2023 Regular Session,SB0527,"Fire, Rescue, or Emergency Medical Services Entities - Peer Support Programs","Altering the defined term ""peer support counseling program"" for peer services offered to fire, rescue, or emergency medical services members to be ""peer support program""; and requiring peer support programs to be evidence-based.","This bill modifies the terminology, requirements, and confidentiality rules for peer support programs provided to fire, rescue, and emergency medical services members. It mandates the development of a report on best practices and standards for these programs.",False,2023,2024,0.0,"Behavioral Health Administration, Maryland Institute for Emergency Medical Services Systems","Fire, rescue, and emergency medical services personnel in Maryland","The bill emphasizes evidence-based peer support programs, training standards, and confidentiality measures, but does not introduce entirely new technological approaches or innovative service models.",2,"The bill directly targets mental health support for emergency services personnel, which can indirectly impact child poverty by improving family well-being.",2
2023 Regular Session,SB0530,Insurance – Maryland Automobile Insurance Fund – Assessments,"Altering the formula for the calculation of certain assessments by the Maryland Automobile Insurance Fund; requiring the Board of Trustees of the Fund, under certain circumstances, to authorize the Fund to withdraw certain amounts from the money held by the Fund from a prior overassessment; prohibiting members of the Industry Automobile Insurance Association from being subject to an annual assessment under certain circumstances; requiring in a certain fiscal year that additional funds be allocated to the Fund; etc.","This bill modifies the assessment process and funding allocations for the Maryland Automobile Insurance Fund, including establishing procedures for withdrawing surplus funds and adjusting assessments for insurance industry members.",False,2023,2025,2000000.0,Maryland Automobile Insurance Fund and its Board of Trustees,"Automobile insurance industry members, policyholders, and uninsured motorists in Maryland","The bill introduces new procedures for assessing industry surcharges, managing overassessment surplus funds, and allocating penalties, enhancing financial management and accountability.",3,"The bill's focus on insurance assessment reforms does not directly target child poverty, but could indirectly affect households through insurance industry financial stability.",1
2023 Regular Session,SB0534,Preserve Telehealth Access Act of 2023,"Extending to June 30, 2025, the inclusion of certain audio-only telephone conversations under the definition of ""telehealth"" for the purpose of certain provisions of law relating to reimbursement and coverage of telehealth by the Maryland Medical Assistance Program and certain insurers, nonprofit health service plans, and health maintenance organizations; requiring the Maryland Medical Health Care Commission to study and make recommendations regarding the delivery of health care services through telehealth by December 1, 2024; etc.","The bill extends the inclusion of audio-only telephone conversations under the definition of telehealth for Maryland's Medicaid and insurance reimbursements until 2025, mandates reimbursement for telehealth services at the same rate as in-person services, and requires a state agency to study the delivery and payment of telehealth services for future recommendations.",True,2021,2025,0.0,Maryland Health Care Commission,"Medicaid recipients, health care providers, insurance companies, residents utilizing telehealth services","The bill promotes expanded access to telehealth by extending reimbursement to audio-only telehealth and studying payment parity issues, integrating technology to improve health care delivery.",3,"By expanding telehealth access and reimbursement, the program could improve health outcomes for low-income and underserved populations, potentially reducing child poverty indirectly.",3
2023 Regular Session,SB0537,Video Lottery Operation License - Renewal,"Altering the number of years before the end of the term of a video lottery operation license that a licensee is required to provide certain notice of intent to renew the license and is authorized to apply for renewal; providing for the term of a renewed license; requiring the State Lottery and Gaming Control Commission to renew a certain license unless the Commission makes a certain finding; requiring the Commission, under certain circumstances, to provide a licensee a certain hearing; etc.","This bill modifies the renewal process for video lottery operation licenses in Maryland. It adjusts notice and application periods, renewal terms, and fee payments, and specifies the distribution of proceeds from video lottery terminals, including allocations to the Education Trust Fund.",False,2023,2038,0.0,Maryland State Lottery and Gaming Control Commission,Video lottery licensees and the Education Trust Fund,The bill primarily updates licensing and revenue distribution policies; it does not employ new technologies or novel approaches to government service.,1,"The bill's impact on child poverty is indirect, mainly through funding allocations to the Education Trust Fund.",2
2023 Regular Session,SB0540,Human Relations - Civil Rights Enforcement - Powers of the Attorney General,"Authorizing the Attorney General to investigate, prosecute, and remediate certain civil rights violations under certain circumstances and in a certain manner; authorizing the Attorney General to intervene in certain causes of action under certain circumstances; establishing certain penalties and authorizing the Attorney General to obtain certain relief in certain civil actions, conciliation agreements, and settlement agreements; authorizing the Attorney General to recover certain investigation and litigation costs in a certain manner; etc.","The bill authorizes the Maryland Attorney General to investigate, prosecute, and remediate civil rights violations, establish enforcement and coordination procedures with the Maryland Commission on Civil Rights, and create a Civil Rights Enforcement Fund to support these activities.",True,2023,0,0.0,Office of the Attorney General of Maryland,"Residents of Maryland, particularly individuals affected by civil rights violations","The bill introduces enhanced authority for the Attorney General to proactively enforce civil rights laws, establish a dedicated enforcement fund, and coordinate with the civil rights commission, employing a comprehensive and collaborative approach.",4,"The program has the potential to directly impact child poverty by ensuring civil rights protections and promoting equitable treatment, which can benefit children and families.",3
2023 Regular Session,SB0545,Towing or Removal of Vehicles - Reclamation Hours,"Limiting, to at a minimum from 6 a.m. to midnight, the hours during which a certain person in possession of a vehicle that has been towed or removed from a parking lot is required to provide an opportunity for the vehicle owner or the owner's agent to retake possession of the vehicle; and altering a certain signage requirement imposed on the owner or operator of a parking lot relating to hours during which a towed vehicle may be reclaimed.","The bill limits the hours during which vehicle owners or their agents can retake possession of a towed vehicle to between 6 a.m. and midnight, 7 days a week, and adjusts signage requirements for parking lot owners regarding reclamation hours.",False,2023,2023,0.0,Maryland Department of Transportation or local parking authority,"Vehicle owners, parking lot operators, towing companies","The bill introduces updated regulations on towing and vehicle reclamation hours, emphasizing customer access and signage requirements, but does not employ new technologies or innovative approaches.",2,The bill has minimal direct impact on child poverty as it mainly modifies towing and reclamation regulations for parking lots.,1
2023 Regular Session,SB0551,Department of Service and Civic Innovation and Maryland Corps Program Service Year Option Pathways - Established (Serving Every Region Through Vocational Exploration Act of 2023),"Establishing the Department of Service and Civic Innovation; providing that the purpose of the Department is to promote service and volunteerism in the State; establishing the Secretary of Service and Civic Innovation and the duties and responsibilities of the Secretary; altering the provisions of the Maryland Corps Program, including requiring the Department to administer the Program; establishing the Young Adult Service Year Option Pathway Fund; providing for the purposes, use, administration, and contents of the Fund; etc.","The bill establishes the Department of Service and Civic Innovation, creates the Maryland Service Year Program with two pathways (Young Adult Service Year and Maryland Service Year), allocates funds for stipends, scholarships, and program growth, and involves agencies and organizations in promoting service opportunities to address community challenges.",True,2023,2030,667000000.0,Maryland Department of Service and Civic Innovation,"Recent high school graduates, young adults, community organizations, state and local governments, and underrepresented populations in education and employment","The bill employs a comprehensive framework for a statewide service year programs with focus on workforce development, community impact, and diversification, including new pathways, coordinated funding, and evaluation mechanisms.",4,"The program has high potential to reduce child poverty by providing service opportunities, training, and support for vulnerable youth and underrepresented communities.",4
2023 Regular Session,SB0554,Maryland National Guard - Tricare Premium Reimbursement Program - Establishment (Health Care for Heroes Act of 2023),Establishing the Tricare Premium Reimbursement Program in the Military Department for the Department to award grants to reimburse certain members of the National Guard for the cost of premiums for certain health care and dental care plans; and requiring the Department to adopt regulations to administer and implement the program.,"The bill establishes the Tricare Premium Reimbursement Program for members of the Maryland National Guard, providing grants to reimburse certain health and dental care premiums.",True,2023,0,0.0,Maryland Military Department,Members of the Maryland National Guard and their families,"The program introduces a financial assistance initiative specifically targeting health and dental premium costs for National Guard members, utilizing government grants.",3,The bill has limited direct potential to impact child poverty.,1
2023 Regular Session,SB0555,Fair Wage Act of 2023,Increasing the State minimum wage rate; repealing the authority of the Board of Public Works to temporarily suspend an increase in the minimum wage rate; and repealing the requirement that the Governor's budgets for certain fiscal years include certain provider rate increases.,"The bill increases the Maryland minimum wage over several years based on consumer price index growth, adjusts the rates for community service and behavioral health providers, and revises procedures for wage adjustments and rate suspensions.",False,2023,2026,0.0,"Maryland Department of Labor, Licensing, and Regulation (or equivalent agency responsible for wages and community services)","Low-wage workers, community service workers, behavioral health providers, and the populations they serve","The bill employs automated, index-based adjustments to minimum wages and provider rates, and establishes a comprehensive rate-setting and review process, integrating economic data and stakeholder input.",4,The program has high potential to directly impact child poverty by increasing wages for low-income workers and support providers.,4
