BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
SB0024,CH0455,HB0051,Senator McCray,"[{'Name': 'Senator McCray'}, {'Name': 'Senator Bailey'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Corderman'}, {'Name': 'Senator Elfreth'}, {'Name': 'Senator Guzzone'}, {'Name': 'Senator Hettleman'}, {'Name': 'Senator Jackson'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator King'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Zucker'}]","Repealing a requirement that the Capital Debt Affordability Committee include certain debt that is secured by future federal aid within its review of State tax supported debt; altering the calculation of the maximum amount of debt secured by future federal aid that the Department of Transportation may issue; providing that the maximum amount of debt that may be issued is calculated as of June 30; establishing the Maryland Commission on Transportation Revenue and Infrastructure Needs; etc. 
",Department of Transportation - Financing and Commission on Transportation Revenue and Infrastructure Needs (State and Federal Transportation Funding Act),Approved by the Governor - Chapter 455,Budget and Taxation,,Appropriations,,2023-01-11,2023-01-19T13:30:00,,2023-03-20,Favorable with Amendments,2023-03-11,Passed with Amendments,2023-03-13,Passed,2023-03-13,2023-03-29T13:00:00,,2023-04-08,Favorable with Amendments,2023-03-30,Passed with Amendments,2023-04-02,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'b1', 'Name': 'Operating Budget'}, {'Code': 'r2', 'Name': 'Transportation - Generally'}]","[{'Code': 'bonds', 'Name': 'Bonds -see also- County & Baltimore City Bonds; State Bonds'}, {'Code': 'bridget', 'Name': 'Bridges and Tunnels'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'electricmv', 'Name': 'Electric Motor Vehicles -see also- Motor Vehicles'}, {'Code': 'fedaid', 'Name': 'Federal Aid'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'masst', 'Name': 'Mass Transit -see also- Buses; Railroads'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'transpd', 'Name': 'Transportation, Department of'}, {'Code': 'transport', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,E,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '8-104'}]}, {'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '3-601'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0032,CH0673,,Senator Brooks,"[{'Name': 'Senator Brooks'}, {'Name': 'Senator Bailey'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Corderman'}, {'Name': 'Senator Elfreth'}, {'Name': 'Senator Guzzone'}, {'Name': 'Senator Hester'}, {'Name': 'Senator Hettleman'}, {'Name': 'Senator Jackson'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator King'}, {'Name': 'Senator McCray'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Zucker'}]",Altering the application requirements for a certain property tax exemption for a dwelling house owned by a disabled veteran or surviving spouse of a disabled veteran by adding a rating decision of the disabled veteran's disability from the U.S. Department of Veterans Affairs to the type of supporting documents that may be included with application.,Property Tax - Exemption for Dwellings of Disabled Veterans - Application,Approved by the Governor - Chapter 673,Budget and Taxation,,Ways and Means,,2023-01-11,2023-01-19T13:30:00,,2023-02-01,Favorable with Amendments,2023-02-02,Passed with Amendments,2023-02-06,Passed,2023-02-09,2023-03-21T13:00:00,,2023-03-30,Favorable,2023-03-19,Passed,2023-03-25,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'disabilities', 'Name': 'Disabilities -see also- Blind; Deaf; Developmental'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'spouse', 'Name': 'Spouses'}, {'Code': 'veterans', 'Name': 'Veterans'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '7-208'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0037,CH0683,HB0097,Senator Waldstreicher,[{'Name': 'Senator Waldstreicher'}],Providing that any unpaid court fees or costs are not a bar to a certain expungement; requiring a court to waive certain court fees and costs when ordering or effecting a certain expungement; adding malicious destruction of property to the list of misdemeanor convictions that may be expunged; and altering the waiting periods applicable to the filing of petitions for expungement of convictions of certain crimes.,Criminal Procedure - Expungement of Records (REDEEM Act of 2023),Approved by the Governor - Chapter 683,Judicial Proceedings,,Judiciary,,2023-01-11,2023-02-02T13:00:00,,2023-03-02,Favorable with Amendments,2023-03-01,Passed with Amendments,2023-03-03,Passed,2023-03-04,2023-04-04T13:00:00,,2023-04-05,Favorable with Amendments,2023-03-26,Passed with Amendments,2023-03-27,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'e2', 'Name': 'Criminal Law - Procedures'}]","[{'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'domestv', 'Name': 'Domestic Violence -see also- Child Abuse & Neglect'}, {'Code': 'expungement', 'Name': 'Expungement'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,E,"[{'Article': {'Code': 'gcp', 'Title': 'Criminal Procedure'}, 'Sections': [{'Section': '10-110'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0048,CH0563,,Senator Lam,[{'Name': 'Senator Lam'}],"Adding certain State employees to certain provisions of law authorizing disaster service leave with pay; authorizing certain appointing authorities to waive certain requirements for disaster service leave and to increase the number of days of disaster service leave under certain circumstances; defining ""uniformed services"" for the purpose of adding certain individuals to certain provisions of law relating to certain paid leave and military administrative leave; etc.",Disaster Service and Uniformed Services Leave Modernization Act of 2023,Approved by the Governor - Chapter 563,Finance,,Appropriations,,2023-01-11,2023-02-02T13:00:00,,2023-02-20,Favorable with Amendments,2023-02-21,Passed with Amendments,2023-02-24,Passed,2023-02-24,2023-03-21T13:00:00,,2023-04-08,Favorable,2023-03-30,Passed,2023-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'p4', 'Name': 'State Government - Personnel'}, {'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'armedf', 'Name': 'Armed Forces -see also- Military Department; Veterans'}, {'Code': 'cybersec', 'Name': 'Cybersecurity -see also- Safety'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services'}, {'Code': 'emergencies', 'Name': 'Emergencies'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'leave', 'Name': 'Leave'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'rescues', 'Name': 'Rescue Squads -see also- Ambulances; Emergency Medical Serv '}, {'Code': 'volunteers', 'Name': 'Volunteers -see also- Maryland Service Corps'}]",Pre-Filed,T,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '14-101'}]}, {'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '9-1102'}, {'Section': '9-1104'}, {'Section': '9-1107'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0053,CH0475,HB0084,Senator Kagan,[{'Name': 'Senator Kagan'}],"Requiring the Governor to include in the annual budget bill for fiscal year 2024 or fiscal year 2025 an appropriation of $1,000,000 to the Maryland Nonprofit Development Center Program Fund to be used for loans under the Nonprofit, Interest-Free, Micro Bridge Loan (NIMBL) Account; and repealing a requirement that 5% of proceeds from video lottery terminals go to the NIMBL Account.","Maryland Nonprofit Development Center Program - Nonprofit, Interest-Free, Micro Bridge Loan (NIMBL) Account - Funding",Approved by the Governor - Chapter 475,Budget and Taxation,,Ways and Means,,2023-01-11,2023-01-19T13:00:00,,2023-02-13,Favorable with Amendments,2023-02-14,Passed with Amendments,2023-02-16,Passed,2023-02-20,2023-03-23T13:00:00,,2023-04-08,Favorable,2023-03-30,Passed,2023-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'c7', 'Name': 'Gaming'}, {'Code': 'c8', 'Name': 'Economic Development'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'gaming', 'Name': 'Gaming -see also- Awards; Bingo; Casinos; Lottery; Raffles'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}]",Pre-Filed,T,"[{'Article': {'Code': 'gec', 'Title': 'Economic Development'}, 'Sections': [{'Section': '5-1204'}]}, {'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '9-1A-27'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0061,CH0559,HB0599,Senator Bailey,"[{'Name': 'Senator Bailey'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Corderman'}, {'Name': 'Senator Elfreth'}, {'Name': 'Senator Guzzone'}, {'Name': 'Senator Hester'}, {'Name': 'Senator Hettleman'}, {'Name': 'Senator Jackson'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator King'}, {'Name': 'Senator McCray'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Zucker'}]","Repealing the definition of ""public safety officer"" for purposes of a certain credit against the county or municipal corporation property tax imposed on a dwelling owned by a public safety officer; repealing a certain limitation on the amount of the credit; requiring the governing body of a county or municipal corporation that authorizes the credit to establish, by law, the definition of ""public safety officer"" for purposes of eligibility for the credit; and applying the Act to all taxable years beginning after June 30, 2023.",Property Tax Credit - Public Safety Officer,Approved by the Governor - Chapter 559,Budget and Taxation,,Ways and Means,,2023-01-11,2023-01-19T13:00:00,,2023-02-01,Favorable with Amendments,2023-02-02,Passed with Amendments,2023-02-06,Passed,2023-02-09,2023-03-21T13:00:00,,2023-04-06,Favorable,2023-03-26,Passed,2023-03-27,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'correco', 'Name': 'Correctional Officers'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'marylancppc', 'Name': 'Maryland-National Capital Park and Planning Commission'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'sheriffs', 'Name': 'Sheriffs'}, {'Code': 'taxc', 'Name': 'Tax Credits'}, {'Code': 'volunteers', 'Name': 'Volunteers -see also- Maryland Service Corps'}, {'Code': 'washinssd', 'Name': 'Washington Suburban Sanitary District'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '9-260'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0067,CH0666,,Senator Beidle,[{'Name': 'Senator Beidle'}],Requiring an appointee for a civil commission to contact the clerk of the circuit court to which the commission was delivered by the Governor to coordinate a time and place for the administration of the oath of office and presentation of the commission; altering the frequency with which the clerk of a circuit court must report to the Secretary of State the name and office of each officer who has taken the oath of office; etc.,Clerks of the Circuit Courts - Civil Commissions - Presentation and Reporting,Approved by the Governor - Chapter 666,Judicial Proceedings,,Judiciary,,2023-01-11,2023-02-16T13:00:00,,2023-03-07,Favorable,2023-03-02,Passed,2023-03-04,Passed,2023-03-04,2023-03-29T13:00:00,,2023-04-03,Favorable,2023-03-21,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'd1', 'Name': 'Courts and Court Personnel - Statewide'}]","[{'Code': 'certification', 'Name': 'Certifications -see also- Licenses'}, {'Code': 'circuic', 'Name': 'Circuit Courts'}, {'Code': 'clerksc', 'Name': 'Clerks of Court'}, {'Code': 'oaths', 'Name': 'Oaths'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}]",Pre-Filed,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '2-211'}, {'Section': '2-212'}]}, {'Article': {'Code': 'ggp', 'Title': 'General Provisions'}, 'Sections': [{'Section': '2-302'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0104,CH0168,,Senator Augustine,"[{'Name': 'Senator Augustine'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Hester'}, {'Name': 'Senator Muse'}]","Requiring that the Apprenticeship and Training Council and consultants to the Council include representation by individuals who are Asian, Black, and Latino; establishing the Apprenticeship 2030 Commission to examine and make recommendations to expand access to apprenticeships to reduce skill shortages in high-demand occupations and provide affordable training for career pathways for young people; and requiring the Commission to report its findings and recommendations to the Governor and the General Assembly on or before December 1, 2023.",Labor and Employment - Apprenticeship 2030 Commission and Representation on the Apprenticeship and Training Council,Approved by the Governor - Chapter 168,Finance,,Economic Matters,,2023-01-11,2023-02-02T13:00:00,,2023-03-08,Favorable with Amendments,2023-03-03,Passed with Amendments,2023-03-04,Passed,2023-03-05,2023-03-28T13:00:00,,2023-04-05,Favorable,2023-03-24,Passed,2023-03-25,Passed,Returned Passed,True,True,False,"[{'Code': 'k3', 'Name': 'Private Sector Labor and Industry'}, {'Code': 'c8', 'Name': 'Economic Development'}]","[{'Code': 'apprentices', 'Name': 'Apprentices'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Education'}, {'Code': 'minorities', 'Name': 'Minorities -see also- Women'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Pre-Filed,T,"[{'Article': {'Code': 'gle', 'Title': 'Labor and Employment'}, 'Sections': [{'Section': '11-403'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0114,CH0531,,Senator Hayes,[{'Name': 'Senator Hayes'}],Requiring certain notices relating to increases in property assessments; altering certain notice requirements relating to the intention of a county or municipal corporation to set a certain real property tax rate that exceeds the constant yield tax rate and requiring instead certain notice when a county or municipal corporation intends to increase its real property tax rate.,Property Tax - Real Property Tax Assessment and Tax Rate Increases - Notice Requirements,Approved by the Governor - Chapter 531,Budget and Taxation,,Ways and Means,,2023-01-11,2023-01-19T13:30:00,,2023-02-16,Favorable with Amendments,2023-02-17,Passed with Amendments,2023-02-21,Passed,2023-02-23,2023-03-21T13:00:00,,2023-04-05,Favorable with Amendments,2023-03-24,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'advertising', 'Name': 'Advertising'}, {'Code': 'attorng', 'Name': 'Attorney General'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'electrgov', 'Name': 'Electronic Government -see also- Electronic Communication'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'opengov', 'Name': 'Open Government'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'reports', 'Name': 'Reports'}]",Pre-Filed,E,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '2-205'}, {'Section': '6-308'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0127,CH0688,,Senator Ellis,[{'Name': 'Senator Ellis'}],"Altering a reporting requirement to require the Maryland Longitudinal Data System Center to report certain student Free Application for Federal Student Aid (FAFSA) data to certain committees of the General Assembly on or before December 15 each year, beginning in 2023 and ending in 2028; and requiring the Maryland Higher Education Commission to provide the Center with access to student FAFSA data.",Maryland Longitudinal Data System Center - Student FAFSA Data - Reporting Requirement,Approved by the Governor - Chapter 688,"Education, Energy, and the Environment",,Ways and Means,,2023-01-11,2023-01-24T14:00:00,,2023-01-31,Favorable with Amendments,2023-01-31,Passed with Amendments,2023-02-02,Passed,2023-02-06,2023-03-22T13:00:00,,2023-04-05,Favorable,2023-03-24,Passed,2023-03-25,Passed,Returned Passed,True,False,False,"[{'Code': 'f5', 'Name': 'Education - Miscellaneous'}]","[{'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'higherec', 'Name': 'Higher Education Commission'}, {'Code': 'longitds', 'Name': 'Maryland Longitudinal Data System'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}]",Pre-Filed,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-212'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0139,CH0400,HB0298,Senator Jackson,"[{'Name': 'Senator Jackson'}, {'Name': 'Senator Bailey'}, {'Name': 'Senator Benson'}, {'Name': 'Senator Corderman'}, {'Name': 'Senator Elfreth'}, {'Name': 'Senator Guzzone'}, {'Name': 'Senator Hettleman'}, {'Name': 'Senator Jennings'}, {'Name': 'Senator King'}, {'Name': 'Senator McCray'}, {'Name': 'Senator Rosapepe'}, {'Name': 'Senator Salling'}, {'Name': 'Senator Zucker'}]",Increasing the maximum number of years of eligibility service that certain members of the State Police Retirement System or Law Enforcement Officers' Pension System may have to participate in the Deferred Retirement Option Program (DROP) from 30 to 32; increasing the number of years that certain members of the State Police Retirement System or Law Enforcement Officers' Pension System may participate in the DROP from 5 to 7; and authorizing certain individuals to elect to extend their participation in the DROP.,State Police Retirement System and Law Enforcement Officers' Pension System - Deferred Retirement Option Program - Alterations,Approved by the Governor - Chapter 400,Budget and Taxation,,Appropriations,,2023-01-13,2023-02-02T09:00:00,,2023-02-20,Favorable with Amendments,2023-02-22,Passed with Amendments,2023-02-24,Passed,2023-02-24,2023-03-21T13:00:00,,2023-04-06,Favorable,2023-03-26,Passed,2023-03-27,Passed,Returned Passed,True,False,False,"[{'Code': 'p6', 'Name': 'State Government - Pensions and Retirement'}]","[{'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'retires', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'statepd', 'Name': 'State Police, Department of'}, {'Code': 'time', 'Name': 'Time'}]",Regular,T,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '24-401.1'}, {'Section': '26-401.1'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0143,CH0458,HB0068,Senator Feldman,[{'Name': 'Senator Feldman'}],Authorizing a certain eligible customer-generator to accrue net excess generation for an indefinite period; requiring the Public Service Commission to establish a method for calculating the value of certain accrued net excess generation; and requiring that a subscriber of a community solar energy generating system accrue virtual net excess generation in the same manner as a certain eligible customer-generator.,Electricity - Net Energy Metering and Virtual Net Energy Metering - Accrual of Net Excess Generation (Net Metering Flexibility Act),Approved by the Governor - Chapter 458,"Education, Energy, and the Environment",,Economic Matters,,2023-01-16,,,2023-03-15,Favorable with Amendments,2023-03-06,Passed with Amendments,2023-03-10,Passed,2023-03-12,,,2023-04-05,Favorable with Amendments,2023-03-24,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'm5', 'Name': 'Energy'}]","[{'Code': 'energym', 'Name': 'Energy Matters -see also- Ren.Energy Sou; Fuel; Power Plants'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}]",Regular,E,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '7-306'}, {'Section': '7-306.2'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0145,CH0317,HB0103,Senator West,"[{'Name': 'Senator West'}, {'Name': 'Senator Washington, M.'}]","Authorizing the State Board of Social Work Examiners, under certain circumstances, to issue a conditional license to practice social work to an applicant who, except for passing a required examination, has met the appropriate education and experience requirements for a certain license if the required examination was unavailable to the applicant for a period of at least 15 business days; providing that a conditional license is valid until 180 days after the examination becomes readily available to the applicant; etc.",State Board of Social Work Examiners - Conditional Licenses to Practice Social Work,Approved by the Governor - Chapter 317,Finance,,Health and Government Operations,,2023-01-16,2023-02-07T13:00:00,,2023-03-17,Favorable with Amendments,2023-03-10,Passed with Amendments,2023-03-11,Passed,2023-03-13,2023-03-30T13:00:00,,2023-04-05,Favorable with Amendments,2023-03-24,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j2', 'Name': 'Health Occupations'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'socialw', 'Name': 'Social Workers'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,E,"[{'Article': {'Code': 'gho', 'Title': 'Health Occupations'}, 'Sections': [{'Section': '19-101'}, {'Section': '19-309.1'}, {'Section': '19-310'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0154,CH0297,,Senator Beidle,"[{'Name': 'Senator Beidle'}, {'Name': 'Senator Augustine'}]","Requiring the Maryland Department of Health to develop and implement a public awareness campaign to encourage the use of mental health advance directives in the State; and requiring the Behavioral Health Administration and the Maryland Health Care Commission jointly to study how first responders and behavioral health crisis providers can access a certain advanced directive database when responding to a behavioral health crisis and to report to certain committees of the General Assembly on their findings on or before December 1, 2023.",Public Health - Mental Health Advance Directives - Awareness and Statewide Database,Approved by the Governor - Chapter 297,Finance,,Health and Government Operations,,2023-01-17,2023-02-07T13:00:00,,2023-03-15,Favorable with Amendments,2023-03-07,Passed with Amendments,2023-03-10,Passed,2023-03-12,2023-03-28T13:00:00,,2023-04-05,Favorable,2023-03-24,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'advancmd', 'Name': 'Advance Medical Directives'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'communication', 'Name': 'Communications -see also- Electronic Comm; Language; Telecom'}, {'Code': 'counselors', 'Name': 'Counselors -see also- Social Workers'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services'}, {'Code': 'emergsvcs', 'Name': 'Emergency Services'}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'healthcc', 'Name': 'Health Care Commission'}, {'Code': 'healthcf', 'Name': 'Health Care Facilities -see also- Clinics; Hospices; etc'}, {'Code': 'healthdept', 'Name': 'Health, Department of'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- specific health occupations'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'mentalh', 'Name': 'Mental and Behavioral Health'}, {'Code': 'placewrshp', 'Name': 'Places of Worship -see also- Religion'}, {'Code': 'privats', 'Name': 'Private Schools'}, {'Code': 'psychiatrists', 'Name': 'Psychiatrists'}, {'Code': 'psychologists', 'Name': 'Psychologists'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'publicscsd', 'Name': 'Public Safety and Correctional Services, Department of'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'socialw', 'Name': 'Social Workers'}, {'Code': 'statepd', 'Name': 'State Police, Department of'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}, {'Code': 'studies', 'Name': 'Studies -see also- Committees and Commissions; Reports'}, {'Code': 'veteraad', 'Name': 'Veterans Affairs, Department of'}]",Regular,T,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '5-602.1'}, {'Section': '5-615.2'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
SB0156,CH0791,HB0464,Prince George's County Senators,"[{'Name': ""Prince George's County Senators""}]","Requiring the Governor, for each of fiscal years 2025 through 2028, to include in the annual budget bill an appropriation of $500,000 to the Prince George's County Office of the County Executive to be used for the Prince George's County Reentry Employment Incentive Program; and requiring that funds made available by the Act are supplemental to, and may not supplant, funds otherwise available for the reentry employment incentives in Prince George's County.",Prince George's County - Prince George's County Reentry Employment Incentive Program - Funding,Approved by the Governor - Chapter 791,Budget and Taxation,,Appropriations,,2023-01-18,2023-01-25T14:00:00,,2023-03-08,Favorable,2023-03-03,Passed,2023-03-04,Passed,2023-03-05,2023-03-23T13:00:00,,2023-04-08,Favorable,2023-03-30,Passed,2023-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'prerelease', 'Name': 'Prerelease and Reentry'}, {'Code': 'princegc', 'Name': ""Prince George's County""}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Regular,T,"[{'Article': {'Code': 'glg', 'Title': 'Local Government'}, 'Sections': [{'Section': '16-505'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
